Text,Label
"ভাই যেটা পারে না সেটা পারে না বলবেই সবাই, তবে না পারলেই যে পারবে না করতে এমনটাও না রিশাদ আগে গতির ওপর স্পিন করতে কম পারত যেটা নিয়ে সে কাজ করছে আর এখন সে ওই গতির ওপর বল করেই ফ্লেট পিচে সফল",emergency
অপশন থাকার পরেও বিসিবি প্রায় সবসময় ই মিরপুরে বিশ্বাসী কেন ? সিলেটের মতো স্পোর্টিং পিচ থাকতেও বারংবার সিলেট কেই অবহেলা করা হয় আর মিরপুর কে প্রাধান্য দেয়া হয়,emergency
"সিলেটের স্পোর্টিং উইকেট/পিচ এর কারণেই সিলেটে খেলা হবে না কারণ এখানে আমাদের লর্ড শান্ত বাহিনীর বিপক্ষে ইন্ডিয়া ৩৫০+ রান করে ফেলতে পারে । এখন অনেকে বলবে যে শান্ত ,আরে ভাই বাহিনী তো বস লর্ড শান্ত এর হাতে গড়া",emergency
অনেকে দেখলাম যে মাত্র ৬ দল হওয়ায় বাংলাদেশ খেলতে পারবে না দেখে হায়-হুতাশ করছে।এরা পারলে নিজেদের যোগ্যতা দিয়ে কোয়ালিফিকেশন আদায় করে নিবে।এখানে খেলা না খেলার কি আছে?আপনার টিমের তো কোনো ক্লাসই নাই।,emergency
"রিসাদ পিএসএল এ খেলছে এটা অবশ্যই ভালো লাগার বিষয় তবে আমরা কি অতিরিক্ত রিয়েক্ট করে ফেলছি না একাদশে সুযোগ পাওয়ার পরে এক পোস্ট, ব্যাটিং ১ বল খেলার জন্য নামার পরে এক পোস্ট, বোলিং এ আসার পরে আবার এক পোস্ট, ওভার শেষ করার পরে আবার ও এক পোস্ট,",emergency
"বিসিবির এক কর্মকর্তা হতাশ কণ্ঠে বলছিলেন, ‘ছেলেগুলোর ক্যারিয়ার নষ্ট হবে। অথচ পুরো প্রক্রিয়ায় জড়িত টিম ম্যানেজমেন্ট। তাদের শাস্তি দেওয়া না গেলে কোনো পরিবর্তন হবে না।’ 
কথা গুলোর সারমর্ম বুঝতে পারছেন? ",emergency
কমপক্ষে ২ বছরের নিষেধাজ্ঞা পেতে যাচ্ছেন ডিপিএলে ইচ্ছে করে আউট হওয়ার ঘটনা কেন্দ্র করে অভিযুক্ত শাইন পুকুরের দুই ক্রিকেটার মিনহাজ এবং রহিম।  বিসিবির তদন্ত এখনো চলমান ,emergency
"এক বছরে টিটোয়েন্টিতে ব্যাক্তিগত সর্বোচ্চ সেঞ্চুরি চারটি।
যেগুলো গেইল, কোহলি,গিল ও বাটলারের ছিল।
সেখানে পাকিস্তানের শাহিবজাদা ফারহান বছরের তিনভাগের এক ভাগ শেষ হবার আগেই চারটা সেঞ্চুরি অলরেডি মেরে দিছে।",emergency
রিশাদের ভালো পারফরম্যান্স দেখার পর ও দেশি কোচদের কাছে ঢাকা লীগে আর বিপিএলে ও লেগীদের ম্যাচ খেলার জন্য বছরের পর বছর বেঞ্চ বসে থাকা লাগা।,emergency
"২৪৫ রান ডিফেন্ড করতে না পারা দলটা আজ ১১১ রান ডিফেন্ড করে জিতলো। ক্যাপ্টেন ছিলো সেই শ্রেয়াস আইয়ার  ই
এখন পর্যন্ত এই সিজনের আইপিএলের সেরা ম্যাচ এইটা।",emergency
আইপিএলে লোয়েস্ট টোটাল ডিফেন্ড করা ক্যাপ্টেন এবং হাইয়েস্ট ২ টা চেইজ করার সময় পরাজিত দলের ক্যাপ্টেন সবই শ্রেয়াস আয়ার। এডা'র সেরা ম্যাচ ফি/ক্সিং/য়ের মাইরে খালাম্মা কইরা দিছে,emergency
"আমাদের একটা বয়স ভিত্তিক  টুর্নামেন্ট রয়েছে
১৭ বছর থেকে ৩৬ বছর পর্যন্ত। 
বাংলাদেশের ৬৪ জেলা থেকে প্লেয়ার নেওয়া হবে।
প্লেয়ার  ডান হাতি হোক বা হাতি হোক  ওইটা কোন সমস্যা নেই।কিন্তু উচ্চতা থাকতে হবে ৫.ফিট ৩ এর উপরে    ",emergency
"ইতালির রোম শহরে আয়োজিত হতে যাচ্ছে টেপ টেনিস ক্রিকেটের  সবচেয়ে বড় আসর T10 লিগ।
১৬ দলের অংশগ্রহনে এই টুর্নামেন্ট শুরু হচ্ছে ১৪ এপ্রিল।",emergency
"আগামী ১৮ই এপ্রিল শুক্রবার সকাল বেলা আমাদের দলের সাথে কোনো দল ফ্রেন্ডলি ম্যাচ খেলতে আগ্রহী থাকলে যোগাযোগ করতে পারেন
সোহরাওয়ার্দী উদ্যান, বানিজ্য মেলা, আফতাবনগর।
আমরা যেয়ে খেলে আসবো।ইনশাআল্লাহ।",emergency
"দল:চির সবুজ ক্রীড়া সংঘ (টংগী-গাজীপুর)
আমাদের হোম ভ্যেনুঃ টংগী এস্তেমা মাঠ।
মনের আনন্দে ক্রিকেট খেলি মাদক জুয়া কে নাহ বলি",emergency
"২০২৩ বিশ্বকাপের পরে অবশেষে স্থায়ী ফিল্ডিং কোচ নিয়োগ দিচ্ছে বিসিবি। 
ম্বুবাই ইন্ডিয়ান্সে ৭ বছর এছাড়াও একই মালিকানার দল এমআই কেপ টাউনে কাজ করা অভিজ্ঞ জেমস প্যাম্যান্টকে ২০২৭ বিশ্বকাপ পর্যন্ত চুক্তি করতে যাচ্ছে বোর্ড!",emergency
"ফুল টাইম
আর্সেনাল ৩-০ মাদ্রিদ
বায়ার্ন ১-২ ইন্টার মিলান
রাইসের জোড়া ফ্রি কিকে এবং মেরিনোর গোলে এমিরেটস স্টেডিয়ামে ৩-০ তে বিধ্বস্ত রিয়াল মাদ্রিদ ৷ একবারে চালে ডালে খিচুড়ি প্রথম লেগে আনচেলত্তির শিষ্যরা৷ ম্যাচের শেষ মুহুর্তে ",emergency
"দেশে অনলাইন জুয়ার বাজার বড় হচ্ছে, নেই আইনি পদক্ষেপ: 
দেশের অন্যতম শোবিজ তারকা ও মডেল পিয়া জান্নাতুল। তিনি আইন পেশায়ও আছেন। সামাজিক যোগাযোগমাধ্যমে তিনি বেশ জনপ্রিয়। ফেসবুকে তাঁর অনুসারীসংখ্যা ১৭ লাখ। ইনস্টাগ্রামে ১১ লাখ।",emergency
পিয়া নিজের মডেলিং–জীবনের পাশাপাশি নানা সময় সামাজিক ও আইনি পরামর্শমূলক পোস্ট সামাজিক যোগাযোগমাধ্যমে দেন। তবে তাঁকে অনলাইন জুয়ার বিজ্ঞাপনের প্রচারণা চালাতেও দেখা গেছে। গত ১ জানুয়ারি থেকে ৫ এপ্রিল পর্যন্ত তিনি ১২টি অনলাইন জুয়ার বিজ্ঞাপনের প্রচারণা চালিয়েছেন নিজের ভেরিফায়েড ফেসবুকে।,emergency
"শুধু পিয়া নন, চিত্রনায়িকা শবনম বুবলী, অভিনয়শিল্পী সামিরা খান মাহিও অনলাইন জুয়ার প্রচারণা চালিয়েছেন। দেশের অন্যতম সেরা ক্রিকেটার সাকিব আল হাসানও আছেন এই তালিকায়।
সোর্স: প্রথম আলো",emergency
"এবার মোবাইল গেম চালু করতে যাচ্ছে আইসিসি!
২২ গজে ছাড়াও অবসর সময়ে বিভিন্ন অ্যাপের মাধ্যমে ক্রিকেট গেম খেলে থাকে ভক্তরা। সারা বিশ্বে প্রায় ১০০টি কোম্পানি খেলোয়াড়দের ছবি-নাম ব্যবহার করে এই গেম বানাচ্ছে অনুমতি ছাড়াই। এর থেকে খেলোয়াড়রা কোনো আয়ও পাচ্ছেন না। ",emergency
বুধবার (৯ এ্রপ্রিল) জিম্বাবুয়ের হারারেতে আইসিসির বোর্ড মিটিং অনুষ্ঠিত হবে। সেখানে প্রধান নির্বাহী কমিটির (সিইসি) কাছে পরিকল্পনা বাস্তবায়নের প্রস্তাব করবে আইসিসির ডিজিটাল টিম।,emergency
২০২৪ সালে ভারতের মোবাইল গেমিং বাজারের আকার ছিল প্রায় ৩ বিলিয়ন মার্কিন ডলারের। যা দ্রুত বৃদ্ধি পাচ্ছে। এটিই আইসিসিকে নতুন গেম চালুর পরিকল্পনার দিকে এগিয়ে যেতে সবচেয়ে বেশি উদ্বুদ্ধ করছে।,emergency
ক্রিকেট গেমিংয়ের ইতিহাস বহু বছর ধরে থাকলেও এবারই প্রথম আইসিসি নিজস্ব গেম তৈরি করতে যাচ্ছে। এর মাধ্যমে দ্রুত বর্ধনশীল ও লাভজনক বাজারে অংশ নিতে চায় ক্রিকেট নিয়ন্ত্রক সংস্থাটি।,emergency
"...বাংলাদেশ ক্রিকেট বোর্ডের সাবেক পরিচালক রেদুয়ান বলেছেন, 'ফারুক সাহেব নিরলসভাবে কাজ করে যাচ্ছেন। তিনি সাবেক বাংলাদেশ দলের অধিনায়ক। বিপিএল ও টিকিট কেলেংকারি নিয়ন্ত্রণে এনে প্রমাণ দিয়েছেন তার দক্ষতা।",emergency
". ক্রিকেট মাঠের সাবেক যোদ্ধা এখন প্রশাসনিক ময়দানে। ফারুক সাহেবের নিরলস প্রচেষ্টা ইতোমধ্যেই ফল দিচ্ছে। বিপিএলের বিশৃঙ্খলা ও টিকিট কেলেংকারি থামাতে পেরেছেন তিনি। সাবেক পরিচালক রেদুয়ান বলেন, 'এই ম্যানেজারকে সময় দিন, তিনি সফল হবেন",emergency
"আজ বিশ্বব্যাপী হরতাল পালনের আহবান জানিয়েছে আমাদের মজলুম গা""জাবাসী ভাইবোনেরা। গণহ""ত্যা বন্ধ করার দাবিতে বিশ্বের সকল দেশে একযোগে স্কুল,কলেজ,ভার্সিটি, অফিস,আদালত সব বন্ধ রাখার আহবান জানিয়েছে তারা। ",emergency
"সাত ছক্কায় ৫৯ বলে সেঞ্চুরি করলেন তানজিদ তামিম। সেটাও আবার মাত্র ১৩০ রান টার্গেটে ব্যাট করতে নেমে। ভাবা যায় ! অবিশ্বাস্য ব্যাটিং 😱 
ডিপিএলে আজকের ম্যাচে তানজিদ তামিমের ব্যাটিং পরিসংখ্যান",emergency
"আজ ৭ এপ্রিল সারাদিন বাংলাদেশেও জেনারেল স্ট্রাইক পালনের আহবান জানাচ্ছি। আজ আপনারা সকল শিক্ষাপ্রতিষ্ঠান, কল-কারখানা, অফিস-আদালত বন্ধ রাখুন৷ ক্লাস-পরীক্ষা বর্জন করুন। চলুন বৈশ্বিকভাবে একযোগে দাবি জানাই",emergency
মুম্বাই ইন্ডিয়ান্সের কোচ জেমস প্যামেন্টকে ২০২৭ বিশ্বকাপ পর্যন্ত ফিল্ডিং কোচ হিসেবে নিয়োগ দিলো বিসিবি,emergency
"একটি মেয়ে যখন ফেসবুক ব্যবহার করে তখন সবাই মনে করে মেয়েটি ভালো না
ফেসবুক ব্যবহার করার মানে এই নয় যে মেয়েটি খারাপ
অনলাইনে বেশি থাকলে সবাই মনে করে মেয়েটি সবার সঙ্গে কথা বলে
আসলে সবার দৃষ্টিটাই বাঁকা",emergency
হোয়াইটওয়াশের পর মেজাজ হারিয়ে সমর্থককে মারতে গেলেন খুশদিল শাহ,emergency
"এপ্রিলের ৯-১০ তারিখ সারা দুনিয়া আমাদেরকে চিনবে অন্য ভাবে।
সমীহ করা শুরু করবে। প্রফেসর ইউনুসের লিডিং এ ৫০ দেশের ২৩০০ ইনভেস্টর আসবে ইন্টারকন্টিনেন্টালে।",emergency
"এলন মাস্কের স্টার লিঙ্ক ইভেন্ট লাইভ ব্রডকাস্ট করবে। ইতিমধ্যে সকল দেশের বড় বড় জায়ান্ট ইনভেস্টর দেশে বিনিয়োগের আগ্রহ দেখাচ্ছে।
যদি এভাবেই চলে তাহলে নতুন কাজের ক্ষেত্র হবে। আপনারা খালি স্কিলস শিখে যান",emergency
শেয়ারবাজার কারসাজিতে ২ কোটি ২১ লক্ষ টাকা জরিমানা করা হয়েছে সাকিব আল হাসানকে,emergency
"মাত্র ৯৯ রানে অলআউট করে দিলাম
আর ১৯৮ রানে বিশাল জয় পেলাম
এই ম্যাচে প্লেয়ার অপদ্যা ম্যাচ হয়েছে 
মাহমুদউল্লাহ রিয়াদ১০০ রান এবং ১ উইকেট ",emergency
" রিপোর্ট অনুযায়ী, রুতুরাজ গায়কওয়াড় সিএসকে-এর পরবর্তী খেলা থেকে বাদ পড়তে পারেন।
 সেক্ষেত্রে, আমরা আবারও চেন্নাই সুপার কিংসের অধিনায়ক এমএস ধোনিকে দেখতে পারি!",emergency
"আচ্ছা!
এমন মেয়ে কোথায় পাবো!?
যার জীবনটা অবহেলায় ভরে গেছে! যার জন্য সে প্রতিনিয়ত মরন চায়!
যার মনটা ভেঙ্গে গেছে চরম আঘাত পেয়ে!",emergency
"জনগণ ভোটাধিকার চায় বলার সময় আমাকে বাদ দিয়েন, কারণ আমি আপাতত ড. মুহাম্মদ ইউনূস স্যারকে চাই।",emergency
"আত্মসংযম ও পরিশুদ্ধির মাস রামাদানে আল্লাহর সন্তুষ্টির উদ্দেশ্যে মাসব্যাপী সিয়াম পালনের পর, আল্লাহর পক্ষ হতে বান্দাদের প্রতি উপহার স্বরূপ আগমন ঘটে পবিত্র ঈদুল ফিতরের। 
মুসলমানদের জন্য এই দিনটি আল্লাহ প্রদত্ত এক আনন্দময় দিন,‌ নিজে আনন্দিত হওয়ার পাশাপাশি অন্যকে আনন্দে রাঙানোর দিন!
ঈদ মোবারক!",emergency
"""তাকাব্বালাল্লাহু মিন্না ওয়া মিনকুম""
সবাইকে ঈদ মোবারক ঈদুল ফিতরের দিনে সুন্নাত
১.  খুব ভোরে তাড়াতাড়ি ঘুম থেকে উঠা । 
২.  মিসওয়াক করা । 
৩.  গোসল করা ।",emergency
"চিন্তা করা যায়, এই ছেলে বাংলাদেশকে রিপ্রেজেন্ট করছে। পৃথিবীর নানা প্রান্তে জ*ন্ম নেওয়া বাংলাদেশি বং*শোদ্ভূতরা দেশকে পরিচয়ও দেয় না। অথচ নামকরা একটা ফুটবল ক্লাবে খেলার পরও হামজা চৌধুরী কতটা ভদ্র এবং অমায়িক মাটির ছেলে।",emergency
"সাজু ভাই
অসাধারণ খেলোয়াড়, 
ভালবাসা নিবেন ভাই 
মেনশন দিয়ে দেখিয়ে দিন 
পেজে লাইক দিয়ে পাশে থাকবেন 
ধন্যবাদ ",emergency
জীম করে জানান দিচ্ছেন সাকিব ফিরবেন ভয়ংকর রুপে ফিরবেন মাঠে। আমাদের বিশ্বসেরা অলরাউন্ডার এর কামব্যাকটা হবে স্বপ্নের মতো।,emergency
"চীনের পিকিং বিশ্ববিদ্যালয়ে আজ শনিবার (২৯ মার্চ) প্রধান উপদেষ্টা অধ্যাপক মুহাম্মদ ইউনূসকে সম্মানসূচক ডক্টরেট ডিগ্রি প্রদান করা হয়।
ছবি: প্রধান উপদেষ্টার ভেরিফায়েড ফেসব",emergency
"ছেলেটি চাইলেই সাংবাদিক বা দেশের মানুষের সাথে অনর্গল ইংরেজিতে কথা বলতে পারত। কিন্তু তা না করে সে ভাঙা ভাঙা যতটুকু সিলেটি ভাষায় কথা বলতে পারে, তা দিয়ে হাসিমুখে সাংবাদিকদের সাথে কথা বলে যাচ্ছে। 
হামজা চৌধুরীর এটাই দেশপ্রেম! এটাই পরিবারের শিক্ষা",emergency
"বাংলাদেশি তারকারা পিএসএলে, নতুন চ্যালেঞ্জের জন্য প্রস্তুত!
বাংলাদেশের ক্রিকেটের জন্য আরেকটি গর্বের মুহূর্ত! লিটন দাস, রিশাদ হোসেন ও নাহিদ রানা এবার পাকিস্তান সুপার লিগে নিজেদের সামর্থ্য প্রমাণ করবেন",emergency
"বাংলাদেশি ক্রিকেটারদের জন্য দারুণ সুযোগ, পিএসএল মাতাতে প্রস্তুত তারা!
পিএসএলে খেলার জন্য এনওসি পেয়েছেন লিটন দাস, রিশাদ হোসেন ও নাহিদ রানা। পুরো মৌসুম খেলবেন লিটন ও রিশাদ, আর নাহিদ টেস্ট ম্যাচের পর যোগ দেবেন। বাংলাদেশের ক্রিকেটের জন্য এটি দারুণ এক সুযোগ!",emergency
আইপিএলের অষ্টম ম্যাচে ঘরের মাঠে ব্যাঙ্গালোরের কাছে 50 রানে হারল ধোনির চেন্নাই। বিপদের মুখে পরা দলকে সাহায্য না করে 9 নম্বরে নামলেন অধিনায়ক ধোনি। রান রেটে অনেকটাই এগিয়ে গেল ব্যাঙ্গালোর।,emergency
আল্লাহ আপনাকে হেদায়েত দান করুক (আমিন) ভয় করুন সেই দিন যেই দিন আপনার হাত পা মুখ আপনার বিরুদ্ধে সাখি দেবে দুরনাম করবেন না ভয় করুন সেই সওাকে যার হাতে আপনার জীবন,emergency
ডিমের রাজা হাসান নাওয়াজ। ডিমের ব্যাবসা ভালো যাচ্ছে খুব। পাঁচ ম্যাচ এর ক্যারিয়ারে তিন ডিম হাসান নাওয়াজ এর,emergency
"অধিনায়ক রাজত পতিদার। 
- ইডেন গার্ডেনে কেকেআরের বিরুদ্ধে জিতেছে।
- চেপকে সিএসকে-র বিরুদ্ধে জিতেছে।
তার অধিনায়কত্বের যুগের এক ব্লকবাস্টার শুরু",emergency
২০২৫-২৬ আসরের এলিট আম্পায়ারের তালিকা প্রকাশ করেছে আইসিসি। যেখানে দ্বিতীয়বারের মতো স্থান পেয়েছেন বাংলাদেশের শরফুদ্দৌলা ইবনে শহীদ সৈকত। এছাড়া বাদ পড়েছেন আগের দুই জন আম্পায়ার।,emergency
"পিএসএলে বাংলাদেশের প্রতিভার ঝলক, নজর কাড়বে লিটন-রিশাদ-নাহিদ!
পিএসএলে বাংলাদেশের তিন ক্রিকেটারের অংশগ্রহণ নিঃসন্দেহে দলের অভিজ্ঞতা ও স্কিল বাড়াবে। ফ্র্যাঞ্চাইজি লিগের অভিজ্ঞতা তারা আন্তর্জাতিক ক্রিকেটে কাজে লাগাতে পারবেন। ",emergency
"ব্যাটিংয়ে নামার পর থেকে একপ্রান্ত আগলে রেখে ৩ ছক্কা এবং ৫ চারে ৮৩ বলে ৭৮ রান করে ম্যাচটা প্রায় সহজ করে দিয়ে যান বাবর আজম। 
কিন্তু তার উইকেটের পর একপ্রান্তে সালমানকে রেখে তাহির ১ রান এবং ইরফান ০ রানে আউট ",emergency
"খুব সম্ভবতঃ তামিমের আর ক্রিকেটে ফেরা হচ্ছে না।
আন্তর্জাতিক এবং ঘরোয়া মিলিয়ে স্বীকৃত ক্রিকেটে তামিম ইকবাল 
- ৭০৯ ম্যাচ 
- ২৭,৯৬৪ রান
- ৪৫ সেঞ্চুরি 
- ১৭১ ফিফটি 
তামিম ইকবালের ক্রিকেট ক্যারিয়ার, একটা ফুলস্টপ ",emergency
"আমাদের দেশ থেকেও ৪,৫ জন প্লেয়ার বিশ্বের বিভিন্ন লিগে খেলার প্রস্তাব পায় নিয়মিত কিন্তুু আমাদের বোর্ড বা বিসিবি আমাদেরকে অনুমতি দেয়না যেটা আসলে আমাদের দেশের ক্রিকেটকে অনেকটা পিছনে ফেলে দেয়।
 তাসকিন আহমেদ",emergency
"টিম শেফার্ট কে মনে রাখবে পাকিস্তান। সবগুলো টর্নেডো ইনিংস। দুর্দান্ত ফর্মে আছেন টিম শেফার্ট।
একজন ক্রিকেট প্রেমি হিসেবে কেমন উপভোগ করলে শেফার্ট এর ইনিংস গুলো?",emergency
"আগামী ২৭ এ তারাবির
সময় দেশের হাজার হাজার মসজিদে পবিত্র কুরআন খতম করবে হাফেজরা আলহামদু-লিল্লাহ্",emergency
"প্রশ্নঃ আফগানিস্তানের প্লেয়াররা খুব দ্রুত ক্রিকেটে উন্নতি করছে বিষয়টাকে কীভাবে দেখেন? 
তাসকিনের উত্তরঃ আফগানিস্তানের প্লেয়াররা বিশ্বের বিভিন্ন দেশের লিগে খেলে নিজেদের দিনের পর দিন নতুন করে তৈরি করতেছে এটাই ওদের বড় শক্তি, ",emergency
খারাপ খেলছে তাই হেরে গেছে খেলার মধ্যে হার জিত আছে তাই বলে ট্রল করার কিছু নেই,emergency
"ইতিহাস সাক্ষী, ছেলেরা বিয়ে ছাড়া মামা হতে পারে কিন্তু মেয়েরা বিয়ে ছাড়া মামী হতে পারে না।",emergency
ডিপিএলে তিন ম্যাচ খেলেছেন লিটন দাস। দারুন ফর্মে আছেন লিটন কুমার দাস। আশাকরি পিএসএলে নিজের সেরাটা দেওয়ার চেষ্টা করবেন,emergency
"২০০৯ সাল থেকে ২০২১ সাল পর্যন্ত সাকিব আল হাসানের সব রেকর্ড। 
সাকিব আল হাসান বাংলাদেশের ক্রিকেট ইতিহাসের সবচেয়ে বড় বিজ্ঞাপন। সবচেয়ে বড় তারকা দীর্ঘ দেড় যুগের সময় বেশি ধরে  তিনি ব্যাটে-আলো ছড়িয়েছেন।
দেশকে এনে দিয়েছেন গর্বিত হওয়ার মত অনেক মুহূর্ত। ",emergency
"পঞ্চম ম্যাচের (প্রথম রাউন্ডের) শেষে আইপিএলের টেবল। লীগ শীর্ষে হায়দ্রাবাদ। 
ষষ্ঠ ম্যাচে আজ মুখোমুখি কলকাতা ও রাজস্থান (হোম)।
অরেঞ্জ ক্যাপ: ঈশান কিষান (হায়দ্রাবাদ)
পার্পল ক্যাপ: নূর আহমেদ (চেন্নাই)",emergency
একমাত্র প্লেয়ার যে কিনা কোনো রকম ডট বল না খেলে ফিফটি করেছেন। হ্যাঁ এটাই বাস্তব। আয়ারল্যান্ড এর বিপক্ষে লিটন কুমার দাস 18 বলে ফিফটি করে এই 18 বলে এর মধ্যে একটি বল ও ডট খেলেননি লিটন দাস। ,emergency
"ডাক বিভাগের নতুন রাজা পাকিস্তান এর তরুণ ব্যাটসম্যান হাসান নাওয়াজ। 
5 ম্যাচে তিন ডাক মেরে জানান দিয়েছেন তিনি তৈরি হচ্ছেন ডাক বিভাগের সভাপতি পদ পাওয়ার জন্য",emergency
"প্রবাসী সকল ভাই-বোনদের চাঁদ রাতের শুভেচ্ছা।
আপনাদের ঈদ মোবারক",emergency
"২ বছর আগে আজকের এই দিনে লিটন!! 
বাংলাদেশীদের মধ্যে দ্রুততম টি-টোয়েন্টি ফিফটি, এবং আগুন ঝরানো ৪১ বলে ৮৩ রান।",emergency
ছোট বেলায় যদি জানতাম এত্ত সহযে মন ভেঙে যাবে! তাহলে হরলিক্স না খেয়ে বসুন্ধরা সিমেন্ট খেতাম।,emergency
"রীতিমতো উড়ছেন রিশাদ।
নিজের দ্বিতীয় ম্যাচে ৪ ওভারে ২৬ রান খরচায় পেলেন ৩ উইকেট। আছে উইকেট শিকারীদের তালিকায় যৌথভাবে শীর্ষ স্থানে আবরার আহমেদ এর সাথে",emergency
