Text,Label
"""ঘূর্ণিঝড় ফেঙ্গালের প্রভাবে বাতাসের গতিবেগ ঘণ্টায় ৭০ থেকে ৮০ কিলোমিটার পর্যন্ত বাড়তে পারে। তামিলনাড়ুতে ভারি বৃষ্টিপাত ও প্রবল ঝড়ো হাওয়া বইছে। উপকূলীয় এলাকার বাসিন্দাদের নিরাপদ আশ্রয়ে যাওয়ার জন্য জরুরি নির্দেশনা জারি করা হয়েছে। জরুরি প্রয়োজনে ৯৯৯ নম্বরে কল করুন।",advisory
"নভেম্বর মাসে বঙ্গোপসাগরে ১-৩টি লঘুচাপ সৃষ্টির সম্ভাবনা রয়েছে, যার মধ্যে একটি ঘূর্ণিঝড়ে রূপ নিতে পারে। এছাড়া সারাদেশে ভোর থেকে সকাল পর্যন্ত মাঝারি থেকে ঘন কুয়াশার পূর্বাভাস দেওয়া হয়েছে। সকল নাগরিকের জন্য নিম্নলিখিত প্রস্তুতি গ্রহণ আবশ্যক: জরুরি প্রস্তুতি প্যাকেট (শুকনো খাবার, পানি, টর্চ, জরুরি ওষুধ) প্রস্তুত রাখুন,কুয়াশায় গাড়ির হেডলাইট ও ফগ লাইট ব্যবহার বাধ্যতামূলক",advisory
"""ঘূর্ণিঝড় দানা সম্পর্কে জরুরি সতর্কতা: আবহাওয়া অধিদপ্তর জানিয়েছে, বৃহস্পতিবার রাত থেকে শুক্রবার ভোরের মধ্যে প্রবল শক্তিশালী ঘূর্ণিঝড় দানা ওড়িশার ভিতরকণিকা-ধামারা উপকূল আঘাত হানতে পারে, যার প্রভাবে বাংলাদেশের সীমান্তবর্তী খুলনা, সাতক্ষীরা ও বাগেরহাট জেলায় ৫-৭ ফুট উচ্চতার জলোচ্ছ্বাসের আশঙ্কা রয়েছে। উপকূলীয় বাসিন্দাদের অবিলম্বে নিরাপদ আশ্রয়কেন্দ্রের রুট ম্যাপ পরীক্ষা করতে হবে এবং মাছ ধরার নৌকা/ট্রলার সমুদ্রে না যাওয়ার জন্য নিষেধাজ্ঞা জারি করা হয়েছে।",advisory
"জরুরি বন্যা সতর্কতা: আগামী ২৪ ঘণ্টায় মৌলভীবাজার ও হবিগঞ্জ জেলার মনু, খোয়াই, ধলাই ও সারিগোয়াইন নদীর পানি বিপৎসীমা অতিক্রম করে নিম্নাঞ্চল প্লাবিত করতে পারে। ঝুঁকিপূর্ণ এলাকার বাসিন্দাদের অবিলম্বে নিরাপদ স্থানে সরিয়ে যাওয়ার জন্য নির্দেশনা জারি করা হয়েছে। ",advisory
"""জরুরি আবহাওয়া সতর্কতা: প্রবল ঘূর্ণিঝড় 'দানা'র প্রভাবে রাজশাহী, ঢাকা, খুলনা, বরিশাল ও চট্টগ্রাম বিভাগে আগামী ২৪ ঘণ্টায় ভারী থেকে অতি ভারী বর্ষণের আশঙ্কা রয়েছে। স্থানীয় বাসিন্দাদের জন্য জরুরি নির্দেশনা:
১. নিম্নাঞ্চল ও জলাবদ্ধ এলাকার বাসিন্দারা নিরাপদ স্থানে সরিয়ে যান
২. বজ্রপাতের সময় উন্মুক্ত স্থান ও বিদ্যুতের খুঁটি থেকে দূরে থাকুন",advisory
এদিকে ঘূর্ণিঝড়ের কারণে দেশের চার সমুদ্র বন্দরসমূহকে ৩ নম্বর স্থানীয় সতর্ক সংকেত দেখিয়ে যেতে বলা হয়েছে। প্রবল ঘূর্ণিঝড় কেন্দ্রের নিকটবর্তী এলাকায় সাগর খুবই উত্তাল রয়েছে। এ অবস্থায় মাছ ধরার নৌকা ও ট্রলারসমূহকে নিরাপদ আশ্রয়ে থাকতে বলা হয়েছে।,advisory
"ঘূর্ণিঝড়ের প্রভাবে উপকূলীয় জেলা সাতক্ষীরা, খুলনা, বাগেরহাট, বরগুনা, বারিশাল, ঝালকাঠি, পিরোজপুর, পটুয়াখালী, ভোলা, লক্ষীপুর, নোয়াখালী, ফেনী, চট্টগ্রাম ও কক্সবাজার এবং তাদের অদূরবর্তী দ্বীপ ও চরসমূহের নিম্নাঞ্চল স্বাভাবিক জোয়ারের চেয়ে দুই থেকে তিন ফুট অধিক উচ্চতার বায়ু তাড়িত জলোচ্ছ্বাসে প্লাবিত হতে পারে।  ঝুঁকিপূর্ণ এলাকার বাসিন্দাদের অবিলম্বে নিরাপদ স্থানে সরিয়ে যাওয়ার জন্য নির্দেশনা জারি করা হয়েছে। ",advisory
"ঘূর্ণিঝড়টি আজ (বৃহস্পতিবার) মধ্যরাত নাগাদ পুরী ও সাগর দ্বীপের মাঝখান দিয়ে ভারতের উত্তর উড়িশা-পশ্চিমবঙ্গ উপকূল অতিক্রম করেত পারে।  সাতক্ষীরা, যশোর ও খুলনা জেলার বাসিন্দাদের জন্য জরুরি নির্দেশনা:
১. নদী তীরবর্তী এলাকার বাসিন্দারা নিরাপদ উচ্চভূমিতে সরিয়ে যান
২. বজ্রপাতের সময় উন্মুক্ত স্থান ও বৃক্ষসারি এড়িয়ে চলুন
৩. জরুরি প্রয়োজনে স্থানীয় ইউনিয়ন দুর্যোগ কমিটির সাথে যোগাযোগ করুন",advisory
"মৌসুমি বায়ু বাংলাদেশের ওপর মোটামুটি সক্রিয় এবং উত্তর বঙ্গোপসাগরে দুর্বল থেকে মাঝারি অবস্থায় রয়েছে। ফলে আগামী তিন দেশের দেশের বিভন্ন স্থানে বৃষ্টি ও ভারী বৃষ্টির সম্ভাবনার খবর জানিয়েছে আবহাওয়া অধিদপ্তর।আবহাওয়া অধিদপ্তরের বিশেষ নির্দেশনা:
১. নিম্নাঞ্চল ও পাহাড়ি এলাকার বাসিন্দারা বন্যা ও ভূমিধসের ব্যাপারে সতর্ক থাকুন
৩. মৎস্যজীবী ও নৌযান চলাচলে বিশেষ সতর্কতা অবলম্বন করুন",advisory
"স্পতিবার (১০ অক্টোবর) সকাল ৯টা পর্যন্ত ময়মনসিংহ ও সিলেট বিভাগের কিছু কিছু জায়গায় এবং রংপুর, রাজশাহী, ঢাকা, খুলনা, বরিশাল ও চট্টগ্রাম বিভাগের দু-এক জায়গায় অস্থায়ীভাবে দমকা হাওয়াসহ হালকা থেকে মাঝারি ধরনের বৃষ্টি অথবা বজ্রসহ বৃষ্টি হতে পারে। সেই সাথে দেশের কোথাও কোথাও মাঝারি ধরনের ভারী বর্ষণ হতে পারে।",advisory
"শুক্রবার (১১ অক্টোবর) সকাল ৯টা পর্যন্ত ঢাকা, ময়মনসিংহ ও সিলেট বিভাগের কিছু কিছু জায়গায় এবং রংপুর, রাজশাহী, খুলনা, বরিশাল ও চট্টগ্রাম বিভাগের দু-এক জায়গায় অস্থায়ীভাবে দমকা হাওয়াসহ হালকা থেকে মাঝারি ধরনের বৃষ্টি অথবা বজ্রসহ বৃষ্টি হতে পারে। সেই সঙ্গে দেশের কোথাও কোথাও মাঝারি ধরনের ভারী বর্ষণ হতে পারে।",advisory
"শনিবার (১২ অক্টোবর) সকাল ৯টা পর্যন্ত ময়মনসিংহ ও সিলেট বিভাগের কিছু কিছু জায়গায় এবং রংপুর, রাজশাহী, ঢাকা, খুলনা, বরিশাল ও চট্টগ্রাম বিভাগের দু-এক জায়গায় অস্থায়ীভাবে দমকা হাওয়াসহ হালকা থেকে মাঝারি ধরনের বৃষ্টি অথবা বজ্রসহ বৃষ্টি হতে পারে",advisory
"রংপুর আবহাওয়া দফতরের প্রধান আবহাওয়াবিদ মোস্তাফিজুর রহমান বলেন, ‘আগামী ২৪ ঘণ্টায় রংপুর অঞ্চলের তাপমাত্রা অপরিবর্তিত থাকবে। কিছু এলাকায় দমকা হাওয়াসহ মাঝারি ও ভারী বৃষ্টিপাত হতে পারে।’",advisory
"ভারী বৃষ্টির কারণে চট্টগ্রাম বিভাগের পার্বত্য এলাকার কোথাও কোথাও ভূমিধসের শঙ্কা রয়েছে বলে সতর্ক করেছে আবহাওয়া অধিদপ্তর। বৃহস্পতিবার (২২ আগস্ট) এক সতর্ক বার্তায় বলা হয়েছে, বৃহস্পতিবার সকাল ১০টা থেকে পরবর্তী ৪৮ ঘণ্টায় ভারী থেকে অতি ভারী বৃষ্টি হতে পারে",advisory
"থাইল্যান্ডের আবহাওয়া বিভাগ জানিয়েছে, দক্ষিণ থাইল্যান্ডের বেশ কয়েকটি এলাকায় শনিবার আরও ভারী বৃষ্টির আশঙ্কা করা হচ্ছে। ইতোমধ্যেই বন্যা হয়েছে এসব এলাকাতে আকস্মিক বন্যা সতর্কতা জারি করা হয়েছে।",advisory
"দেশটির উপ-প্রধানমন্ত্রী ও জাতীয় দুর্যোগ ব্যবস্থাপনা কমিটির চেয়ারম্যান আহমেদ জাহিদ হামিদি বৃহস্পতিবার বলেছেন, এবারের বন্যা ২০১৪ সালের তুলনায় আরও মারাত্মক হবে বলে আশঙ্কা ",advisory
"স্পেনের আবহাওয়া সংস্থা এমেট জানায়, শুক্রবার সকালের দিকে ভ্যালেন্সিয়াসহ চারটি অঞ্চলে তুমুল বৃষ্টি ও ঝড়ের সম্ভাবনায় অ্যাম্বার সতর্কতা জারি করা হয়েছে",advisory
আবহাওয়া অফিস ভ্যালেন্সিয়া অঞ্চলের কিছু এলাকা এবং কাতালোনিয়ার ত্যারাগোনা অঞ্চলে লাল সতর্কতা জারি করেছে এবং দক্ষিণ-পশ্চিমাঞ্চলীয় কাদিজের জন্য কমলা সতর্কতা দেওয়া হয়েছে।,advisory
ফিলিপাইনের পর এবার ভিয়েতনামে আছড়ে পড়েছে গ্রীষ্মমণ্ডলীয় ঘূর্ণিঝড় ট্রামি। স্থানীয় সময় রবিবার (২৭ অক্টোবর) দেশটির মধ্যাঞ্চলে আঘাত হেনেছে ঝড়টি। সেখানে ভারী বৃষ্টি হচ্ছে। দেখা দিয়েছে বন্যার আশঙ্কা,advisory
"জাতীয় আবহাওয়া পূর্বাভাস সংস্থা জানিয়েছে, রবিবার ও সোমবার কোয়াং বিন থেকে কুয়াং নাম প্রদেশের বেশ কয়েকটি অংশে ৬০ সেন্টিমিটার (২৩ দশমিক ৬ ইঞ্চি) বৃষ্টিপাত হতে পারে।",advisory
বঙ্গোপসাগরের ঘূর্ণিঝড় মোখা ক্রমশ উপকুলের দিকে এগিয়ে আসতে থাকায় এবং এর তীব্রতা বাড়তে থাকায় বাংলাদেশ আবহাওয়া অধিদপ্তর আট নম্বর মহাবিপদ সংকেত জারি করেছে।,advisory
"ঘূর্ণিঝড়টির অগ্রবর্তী অংশ এবং বায়ুর চাপ পার্থক্যের কারণে উপকূলীয় জেলা কক্সবাজার, চট্টগ্রাম এবং তাদের অদূরবর্তী দ্বীপ এবং চরে স্বাভাবিকের চেয়ে ৮ হতে ১২ ফুট বেশি উচ্চতার জলোচ্ছ্বাস হতে পারে।",advisory
"এছাড়া ফেনী, নোয়াখালী, লক্ষীপুর, চাঁদপুর, বরিশাল, ভোলা, পটুয়াখালী, ঝালকাঠি, পিরোজপুর, বরগুনা এবং সেখানকার দ্বীপ এবং চরে স্বাভাবিক জোয়ারের চেয়ে পাঁচ হতে সাত ফুটের বেশি উচ্চতার জলোচ্ছ্বাসের হতে পারে।",advisory
বড় একটা ভূমিকম্প. ভূমিকম্প! ভূমিকম্প! হতে পারে যে কোন দিন. রংপুর চিটাগাং সিলে ঢাকা. মরবে মানুষ শত শত. কি করি কি করি রে ভাই. বাঁচতে হলে শোন সবাই. প্রস্তুতি আর সচেতনতা,advisory
যে কোনো সময় ঢাকায় বড় ভূমিকম্প হতে পারে -ড. মেহেদী আহমেদ আনসারী * তুরস্কের মাত্রায় ঢাকায় ভূমিকম্প হলে ৩ থেকে ৪ গুণ ক্ষতি বেশি হবে -ড. আদিল মুহাম্মদ খান,advisory
"ঢাকায় তুরস্কের মতো ভূমিকম্প হলে বড় ধরনের বিপর্যয় নেমে আসবে। ক্ষতির পরিমাণ তুরস্কের চেয়ে অনেক বেশি হবে। এছাড়া সবচয়ে বড় আশঙ্কার বিষয় হলো, ঢাকায় বড় ধরনের ভূমিকম্পের সময় প্রায় সমাগত। এমনটিই আশঙ্কা করছেন এ সেক্টরের বিশেষজ্ঞরা।",advisory
"বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়ের (বুয়েট) অধ্যাপক ড. মেহেদী আহমেদ আনসারী যুগান্তরকে বলেন, ‘ঢাকায় ভূমিকম্প হওয়ার বড় ঝুঁকি রয়েছে। ১০০ থেকে ১৫০ বছরের মধ্যে এই এলাকায় পাঁচটি বড় ভূমিকম্প হয়েছে। ",advisory
"তিনি আশঙ্কা করে বলেন, তুরস্কের চেয়েও তিন থেকে চারগুণ বেশি ক্ষতি হবে। কেননা, তুরস্কে পর্যাপ্ত খালি জায়গা এবং প্রশস্ত সড়ক রেখে শহর গড়ে তোলা হয়েছে। কিন্তু ঢাকার ক্ষেত্রে যার অনুপস্থিতি রয়েছে।",advisory
"জাহাঙ্গীর নগর বিশ্ববিদ্যালয়ের নগর ও অঞ্চল পরিকল্পনা বিভাগের অধ্যাপক ড. আদিল মুহাম্মদ খান যুগান্তরকে বলেন, তুরস্কের মাত্রার ভূমিকম্প হলে ঢাকার অবকাঠামো লন্ডভন্ড হয়ে যাবে। এর চেয়ে কম মাত্রার হলেও ঢাকার অবস্থা নাজুক হয়ে পড়বে।",advisory
"ভারত মহাসাগরে ধেয়ে আসছে শক্তিশালী ঘূর্ণিঝড় গ্যারেন্স: লা রিউনিয়নে আঘাতের শঙ্কা
দক্ষিণ-পশ্চিম ভারত মহাসাগরে সৃষ্টি হওয়া ভয়ংকর ঘূর্ণিঝড় গ্যারেন্স দ্রুত শক্তি সঞ্চয় করে ফ্রান্সের অধীনস্থ লা রিউনিয়ন দ্বীপের দিকে এগিয়ে যাচ্ছে। এটি বর্তমানে সেন্ট-ডেনিসের ৩২২ কিমি উত্তর-উত্তরপশ্চিমে ",advisory
ঢাকাসহ দেশের ১৪ জেলায় রাত ১টার মধ্যে সর্বোচ্চ ৬০ কিলোমিটার বেগে ঝড়ের আভাস দিয়েছে আবহাওয়া অফিস। একইসঙ্গে বজ্রসহ বৃষ্টিও হতে পারে বলে জানানো হয়েছে।,advisory
বিহার নেপাল সীমান্তে অবস্থিত কোসী ব্যারেজ থেকে বিগত ৫৬ বছরের রেকর্ড ভেঙে জল ছাড়া হল। ব্যারেজের ৫৬ টা গেট খুলে দেওয়া হয়েছে।বিহার হয়ে এই জল বাংলায় ঢোকার সম্ভাবনা। ২০১৭ সালের মতো বন্যা পরিস্থিতি হতে পারে বলে সূত্রের খবর ।,advisory
গ্যারেন্স একটি ধ্বংসাত্মক ঘূর্ণিঝড়ে রূপ নিচ্ছে এবং এটি গভীর সমুদ্রে আরও শক্তিশালী হয়ে লা রিউনিয়নে আঘাত হানতে পারে। তাই সবাইকে সর্বোচ্চ সতর্ক থেকে নিরাপদ আশ্রয়ে চলে যাওয়ার আহ্বান জানানো হচ্ছে।,advisory
"বার্তাসংস্থা রয়টার্স বলছে, বঙ্গোপসাগরের দিকে ধেয়ে আসা ঘূর্ণিঝড় ‘মোরা’ ভারতের উত্তর-পূর্বাঞ্চলের ত্রিপুরা, মিজোরাম, মনিপুর, নাগাল্যান্ড, ও অরুণাচল প্রদেশে আঘাত হানতে পারে বলে সতর্কতা জারি করেছে দেশটির আবহাওয়া অধিদফতর।",advisory
"যুক্তরাষ্ট্রের হাওয়াই দ্বীপাঞ্চলের দিকে ধেয়ে যাচ্ছে চার ক্যাটাগরির ঘূর্ণিঝড় লেন। ন্যাশনাল হারিকেন সেন্টার- এনএইচসি বলেছে, ঘূর্ণিঝড় লেন শক্তিশালী হয়ে প্রায় ১৫০ মাইল বেগে ছুটে যাচ্ছে হাওয়াই দ্বীপপুঞ্জের দিকে। প্রায় ১০ হাজার বাসিন্দা এরইমধ্যে প্রয়োজনীয় রসদ নিয়ে নিরাপদে অবস্থান নিয়েছে।",advisory
এদিকে জাপানের পশ্চিমাঞ্চলেও জারি করা হয়েছে ঘূর্ণিঝড় সতর্কতা। টাইফুন কিমারন এর আঘাতে বন্যা পরিস্থিতির সৃষ্টি হতে পারে বলে বাসিন্দাদের সতর্ক করা হয়েছে। বিস্তারিত প্রতিবেদনে।,advisory
"শক্তি বাড়াচ্ছে নিম্নচাপ, ঘূর্ণিঝড় হয়ে আঘাত হানতে পারে যেসব জেলায়
দক্ষিণপশ্চিম বঙ্গোপসাগর এলাকায় সৃষ্ট লঘুচাপটি শক্তিশালী নিম্নচাপে পরিণত হয়ে এগিয়ে আসছে বাংলাদেশের দিকে। যা আরও উত্তর-পূর্ব দিকে সরে গিয়ে আগামীকাল ২৫ মে নাগাদ ঘূর্ণিঝড় ‘রেমাল’ এ পরিণত হতে পারে। ",advisory
"চট্টগ্রাম, কক্সবাজার, মোংলা ও পায়রা সমুদ্রবন্দরকে ১ নম্বর দূরবর্তী সতর্ক সংকেত দেখিয়ে যেতে বলা হয়েছে। একইসাথে উত্তর বঙ্গোপসাগর ও গভীর সাগরে অবস্থান করা মাছ ধরার নৌকা ও ট্রলারকে পরবর্তী নির্দেশ না দেওয়া পর্যন্ত উপকূলের কাছাকাছি থেকে সাবধানে চলাচল করতে বলা হয়েছে।",advisory
দক্ষিণ-পূর্ব কুইন্সল্যান্ড  ও উত্তর-পূর্ব নিউ সাউথ ওয়েলস এর উপকূলের দিকে ধেয়ে আসছে ঘূর্ণিঝড় অ্যালফ্রেড! এটি ক্রমশ শক্তিশালী হয়ে ক্যাটাগরি ২ ঝড়ে পরিণত হতে পারে এবং ব্রিসবেনের দিকেই আঘাত হানার সম্ভাবনা বেশি,advisory
"ধ্বংসাত্মক ঝড়ো হাওয়া – গাছপালা উপড়ে যেতে পারে, বিদ্যুৎ বিচ্ছিন্ন হতে পারে
 অতিভারী বৃষ্টি (১০০০ মিমি পর্যন্ত) – আকস্মিক বন্যা ও নদী প্লাবনের ঝুঁকি সতর্ক থাকুন 
 নিরাপদ আশ্রয় প্রস্তুত রাখুন – প্রয়োজনীয় খাবার, পানি ও জরুরি সরঞ্জাম সংগ্রহ করুন",advisory
"""ঘূর্ণিঝড় রেমাল বাংলাদেশের উপকূলে আঘাত হানতে পারে: কর্তৃপক্ষ সতর্কতা সংকেত জারি করেছে"" (বিস্তারিত জানুন).....সম্ভাব্য ঘূর্ণিঝড়টির নাম হতে পারে রেমাল, এবং এটি সাতক্ষীরা থেকে কক্সবাজার পর্যন্ত অঞ্চলগুলোতে আঘাত হানতে পারে। ",advisory
"খুলনা, বাগেরহাট, বরগুনা, ও ভোলা সহ উপকূলীয় এলাকাগুলোতে সতর্কতা জারি করা হয়েছে। প্রায় ৪,০০০টি আশ্রয়কেন্দ্র প্রস্তুত রাখা হয়েছে এবং ৮০,০০০ স্বেচ্ছাসেবক মোতায়েন করা হয়েছে।",advisory
"বাংলাদেশের আবহাওয়া অধিদপ্তর স্থানীয় সতর্কতা সংকেত ৩ জারি করেছে, যা ঘূর্ণিঝড় ঘনীভূত হলে আরও বাড়ানো হতে পারে। উপকূলীয় এলাকাগুলোতে ৭-৮ ফুট উচ্চতার জলোচ্ছ্বাস এবং অতিরিক্ত বৃষ্টিপাতের সম্ভাবনা রয়েছে। বিশেষ করে চট্টগ্রাম বিভাগের পাহাড়ি এলাকায়",advisory
"তাইফুন সানসান জাপানের দক্ষিণ-পশ্চিম অঞ্চলের উত্তর দিকে ধীরে ধীরে অগ্রসর হচ্ছে। জাপানের আবহাওয়া এজেন্সি কাগোশিমা জেলার জন্য প্রচণ্ড বাতাস, উচ্চ ঢেউ এবং ঝড়ের জন্য জরুরি সতর্কতা জারি করেছে।",advisory
"আবহাওয়া কর্মকর্তারা প্রবল বাতাস, উচ্চ ঢেউ, উত্তাল সাগরসহ ভূমিধস এবং নদীর বন্যা বিষয়ে সতর্ক থাকার আহ্বান জানিয়েছেন।
বৃহস্পতিবার পর্যন্ত শক্তি সঞ্চয় করে সানসান কিউশু অঞ্চলের কাছাকাছি আসবে বলে আশঙ্কা করা হচ্ছে। ",advisory
"এদিকে ঘূর্ণিঝড় ‘মোরা’ উপকূলের দিকে সরে আসায় চট্টগ্রাম, কক্সবাজার, নোয়াখালী, লক্ষীপুর, ফেনী, চাঁদপুর ও এসব এলাকার পাশ্ববর্তী দ্বীপগুলোতে ১০ নম্বর মহাবিপদ সংকেত দেখিয়ে যেতে বলা হয়েছে।",advisory
"বৃহস্পতিবার দুপুর পর্যন্ত ২৪ ঘন্টায়, দক্ষিণ কিউশুতে ৬০০ মিলিমিটার, উত্তর কিউশু এবং শিকোকু অঞ্চলে ৩০০ মিলিমিটার, আমামি ও তোকাই অঞ্চলে ২৫০ মিলিমিটার এবং কানসাই অঞ্চলে ১৫০ মিলিমিটার পর্যন্ত বৃষ্টিপাত হতে পারে।জরুরি সতর্কতা জারি করেছে।",advisory
"ঘূর্ণিঝড় ‘আসনা’ ধেয়ে আসছে আরব সাগরের 
উত্তর-পূর্ব আরব সাগরে সৃষ্ট গভীর নিম্নচাপটি পশ্চিম দিকে অগ্রসরের সঙ্গে ঘনীভূত হয়ে ঘূর্ণিঝড় ‘আসনা’য় পরিণত হয়েছে। শুক্রবার (৩০ আগস্ট) দুপুরের দিকে এটি কেন্দ্রীভূত হয়েছে।  জরুরি সতর্কতা জারি করেছে।",advisory
ঘূর্ণিঝড় এর কারনে দেশের উত্তর পূর্বাঞ্চলীয় এলাকায় সাময়িক বন্যার সৃষ্টি হতেপারে ও দেশের উপকূলীয় নিচু এলাকায় কয়েকদিন এর জন্য বন্যার সম্ভাবনা আছে। ,advisory
"ঘূর্ণিঝড় আঘাত করার সময়, দক্ষিণ ২৪ পরগনা, সাতক্ষীরা, খুলনা, বাগেরহাট,পটুয়াখালী  পিরোজপুর, বরগুনা ও এদের নিকটবর্তী ও দূরবর্তী দ্বীপ ও চর ও নিচু এলাকা স্বাভাবিক জোয়ারের চেয়ে স্থানভেদে ৬ থেকে ৮ ফুট উচু বায়ুতাড়িত জলোচ্ছ্বাস দ্বারা প্লাবিত হতেপারে।  বিপদ সংকেত জারি করেছে ",advisory
"কেউ সরকারি আবহাওয়া অফিসের বিজ্ঞপ্তি না দেখে সাগরে নামবেন না নৌযান নিয়ে। সেইসাথে কোন গুরুতর সিদ্ধান্তে আসবেন না। 
ঘূর্ণিঝড় এর সতর্কতা সরুপ আপনারা আগে থেকে প্রয়োজনীয় ব্যাবস্থা নিয়ে রাখুন, বিশেষ করে উপকূলের জেলা সমূহে।জরুরি সতর্কতা",advisory
" ঘূর্ণিঝড় এর গতিপথের আশেপাশে দেশের অভ্যন্তরীণ এলাকায় যেমন নড়াইল, যশোর, মাগুরা, গোপালগঞ্জ, মাদারীপুর, এর আশেপাশে ৬০ থেকে ৯০ কিলোমিটার ও ঢাকা বিভাগে গড়ে ৫০ থেকে ৭০ কিলোমিটার বেগে দমকা হাওয়া থাকতে পারে।  বিপদ সংকেত জারি করেছে ",advisory
"সিস্টেম টি ক্যাটেগরি ১ মাত্রার  শক্তিশালী ঘূর্ণিঝড় রেমাল রুপে আজ  সন্ধ্যা হতে রাতের মধ্যে, দক্ষিণ ২৪ পরগনা, সাতক্ষীরা ও খুলনা উপকূল সরাসরি অতিক্রম করতে পারে। মংলা ও পায়রা বন্দরে ১০ নাম্বার ও চট্টগ্রাম ও কক্সবাজার বন্দরে ৯ নাম্বার মহা বিপদ সংকেত জারি করেছে ",advisory
"প্রবল ঘূর্ণিঝড়টি আরও শক্তিশালী হতে পারে  ফলে দমকা হাওয়া, ভারী বৃষ্টিপাত ও প্রবল জলোচ্ছ্বাস দেখা দিতে পারে। সংশ্লিষ্ট কর্তৃপক্ষ বাসিন্দাদের সতর্ক থাকার নির্দেশ দিয়েছে এবং উপকূলীয় এলাকাগুলোর জন্য সতর্কতা জারি করা হয়েছে।",advisory
