id,facebookUrl,Text,,,,,,,Label
UzpfSTEwMDAxMDI5MTg3NTA4NzpWSzoxMDQzNjEzNjkwMDgyMDEx,https://www.facebook.com/groups/1037034594073254,"একটি গুরুত্বপূর্ণ ঘোষণাঃ
আমাদের সার্ভে টিমের রিপোর্ট এর তথ্যমতে,বন্যা পরিস্থিতি স্বাভাবিকের দিকে যাওয়ায়, প্রশাসনের সাথে আলোচনার ভিত্তিতে আমাদের অডিটোরিয়াম এ করা অস্থায়ী আশ্রয়কেন্দ্রটির কাজ এখানেই মূলতবি টানা হয়েছে।

-তবে আমাদের লজিস্টিকেল কাজ চলমান থাকবে।এখনও অনেক অঞ্চল থেকে ত্রান সহায়তা আসছে আমাদের কাছে,সেগুলো আমরা যথাযথ ভাবে বন্যায় ক্ষতিগ্রস্তদের কাছে পৌছে দিবো।

-আমাদের নিজেদেরও কিছু লজিস্টিক বেচে গিয়েছে এবং আমাদের সাথে বিভিন্ন বিশ্ববিদ্যালয় এখনও ত্রাণ নিয়ে কোলাবোরেশান করছে। 

- আমাদের ডেটা এনালাইসিস এবং সার্ভে টিম এর তথ্যের ভিত্তিতে ত্রাণ এবং কোলাবোরেশান আরো কিছুদিন চলমান থাকবে।

ধন্যবাদ।",,,,,,,
UzpfSTEwMDAwNDAwMTY2ODA5OTpWSzoxMDQzNTQ3MzAzNDIxOTgz,https://www.facebook.com/groups/1037034594073254,"একটা বড় সিদ্ধান্ত,
এক ঝাঁক তরুণ প্রজন্মের সে কি অদম্য স্পৃহা৷ 
১২ টা দিন যেন ১২ যুগের মতো মনে হয়েছে৷ 

Alhamdulillah. 
The entire nation have witnessed what NSTUian can do. 

আমাদের কাজ পুরোপুরি শেষ হয়নি এখনো৷ বেশ কিছু কাজে এখনো অনেকের সহযোগিতা প্রয়োজন৷ আশা করি সাধারণ শিক্ষার্থীরা যেভাব পুরোটা সময় আমাদের পাশে ছিলেন, এখনো থাকবেন৷ 

Note: Online, Offline মিলিয়ে এখানে আরও অনেকে উপস্থিত থাকতে পারেনি৷ সবার প্রতি কৃতজ্ঞতা 🖤",,,,,,,
UzpfSTEwMDAzOTA5MjQwNzQxMzpWSzoxMDQzNTE2MDkzNDI1MTA0,https://www.facebook.com/groups/1037034594073254,বিদায়🥲,,,,,,,
UzpfSTEwMDAwNDAwMTY2ODA5OTpWSzoxMDQzNDY2MzIzNDMwMDgx,https://www.facebook.com/groups/1037034594073254,"যশোর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের তত্ত্বাবধানে প্রায় ৮০০ পরিবারের জন্য চাল,ডাল, পানি এবং অন্যান্য উপকরণ নিয়ে একটি ট্রাক ইতোমধ্যে নোবিপ্রবি ক্যাম্পাসে প্রবেশ করেছে৷ 

#বন্যার্তদের_পাশে_নোবিপ্রবিয়ান",,,,,,,
UzpfSTEwMDAxMTM5NjEzMTMxNzpWSzoxMDQzNDQ3MjQ2NzY1MzIy,https://www.facebook.com/groups/1037034594073254,"নোবিপ্রবি আশ্রয়কেন্দ্রে থাকা বন্যার্তদের জন্য ৩১ টি ৫০০ টাকার খাম উপহার হিসেবে দিয়েছে নরসিংদী জেলার মনোহরদী উপজেলার  ""চালাকচর ইউনিয়নের সর্বস্তরের জনগন "" এর সেচ্ছাসেবক প্রতিনিধি দল। 

বন্যার্তদের পাশে নোবিপ্রবিয়ান তাদের এই মহৎ কাজকে সাধুবাদ জানায়।",,,,,,,
UzpfSTEwMDAwOTIyNjY1OTc4OTpWSzoxMDQzNDEwODUwMTAyMjk1,https://www.facebook.com/groups/1037034594073254,"আসসালামু আলাইকুম। 
আজকে আমরা যাচ্ছি  সেনবাগ, ছাতারপাইয়া, বসন্তপুর,৬নং ওয়ার্ড, সেনবাগ,নোয়াখালী।
আজকের আয়োজন :৫০০ জন বন্যার্ত মানুষের জন্য মুরগি খিচুড়ি +৩০০ জন বন্যার্ত মানুষের জন্য শুকনো খাবার + প্রায় ৫০০ পরিবারের জন্য (গ্যাস্টিক, জ্বর,ঠান্ডা, এলার্জি, পেট ব্যাথা,ভিটামিন, স্যালাইন,ডায়াপার,মা বোনদের জন্য ন্যাপকিন) ঔষধ সামগ্রী।",,,,,,,
UzpfSTEwMDA0NTM4NTYzMzQ5OTpWSzoxMDQzMjE4NzEwMTIxNTA5,https://www.facebook.com/groups/1037034594073254,📍 ৩১.০৮.২৪ তারিখের আমাদের ত্রানসেবা আপডেট একনজরে দেখে নিন!,,,,,,,
UzpfSTEwMDAwOTU2MjcxODAzNzpWSzoxMDQzMTgwNzgzNDU4NjM1,https://www.facebook.com/groups/1037034594073254,ত্রাণ নিয়ে নোবিপ্রবি ক্যাম্পাসে এসে পৌঁছেছে দিনাজপুরের হাজী মোহাম্মদ দানেশ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের একটি প্রতিনিধি দল।,,,,,,,
UzpfSTEwMDAwOTkwMzA5MTA4MzpWSzoxMDQzMTI1MDkwMTMwODcx,https://www.facebook.com/groups/1037034594073254,,,,,,,,
UzpfSTEwMDAxMjI4ODA0MzU0MTpWSzoxMDQzMDA5NjczNDc1NzQ2,https://www.facebook.com/groups/1037034594073254,আমাদের সকল সেচ্ছাসেবীদের শ্রম আল্লাহ কবুল করুক।,,,,,,,
UzpfSTYxNTY0MDA0MTk4MzIwOlZLOjEwNDMwNDg2NzM0NzE4NDY=,https://www.facebook.com/groups/1037034594073254,,,,,,,,
UzpfSTEwMDAyMzg1MTM5ODQwNDpWSzoxMDQzMDMwNzAzNDczNjQz,https://www.facebook.com/groups/1037034594073254,"ফর্ম লিংক: https://forms.gle/CYw6cE9iVEJSc6xu7

বিগত প্রায় দশদিন যাবৎ চলমান আমাদের কার্যক্রমে আমরা আমাদের সাথে পেয়েছি অসংখ্য স্বেচ্ছাসেবীর। যারা বন্যার্তদের আরেকটু ভালো রাখতে কখনো রোদে পুড়েছেন, বৃষ্টিতে ভিজেছেন, গলা পানিতে নিজেকে সপে দিয়েছেন, ফান্ড কালেকশনে সারাটা দিন ব্যয় করেছেন সর্বোপরি বন্যার্তদের যেকোনো প্রয়োজনে ও সেবায় নিজেদের মূল্যবান সময়কে ব্যয় করেছেন। 

আমরা বিশ্বাস করি, মাঠে কাজ করা প্রত্যেকটা ব্যক্তি থেকে শুরু করে অনলাইনে ফান্ড কালেকশন অথবা প্রমোশনের জন্য পোস্ট শেয়ার করা প্রতিটি ব্যক্তিই আমাদের স্বেচ্ছাসেবী। 

এই তালিকায় মূলত নোবিপ্রবির শিক্ষার্থীরা থাকলেও নোবিপ্রবির বাইরের অসংখ্য মানুষকেও আমরা সাথে পেয়েছি, পাচ্ছি। আমাদের কার্যক্রম এর স্বচ্ছতা নিশ্চিতের জন্য ক্যাম্পাসের ভেতরের বা বাইরের স্বেচ্ছাসেবীদের তথ্য সংগ্রহ ও প্রকৃত সংখ্যা প্রকাশ করার আগ্রহ থেকেই মূলত এই গুগল ফর্মটি তৈরি করা। 

তাই, যারা-ই বন্যার্তদের পাশে নোবিপ্রবিয়ান এর স্বেচ্ছাসেবী হিসেবে কাজ করেছেন অথবা করে যাচ্ছেন তাঁরা এই গুগল ফর্মটি পূরণ করবেন। সকলের সহযোগিতা একান্ত কাম্য।  অসংখ্য কৃতজ্ঞতা ও ভালোবাসা রইলো আপনাদের জন্য।",,,,,,,
UzpfSTEwMDAxMTMxOTEyMjk5NjpWSzoxMDQyODcwNTk2ODIyOTg3,https://www.facebook.com/groups/1037034594073254,,,,,,,,
UzpfSTEwMDAxMTgxNzc1MDQwNDpWSzoxMDQyODU4NTMwMTU3NTI3,https://www.facebook.com/groups/1037034594073254,"📍৩১.০৮.২৪
আমাদের উদ্ধার ও ত্রাণ বিতরণ টিম রওনা হয়েছে। (পর্যায়ক্রমে টিমগুলোর ইনফরমেশন এড করা হবে)
#সাহায্যের প্রয়োজন হলে যোগাযোগ করুন:

১.টিম_A 
(১.চাটখিল,ও ২.জয়াগ,সোনাইমুড়ী ৩.আমিরাবাদ,সোনাইমুড়ী) 
সঞ্চি-01621981560
প্রতিভা-01637102558
সুকান্ত-01997500379

২.টিম_B
(রামগতি,চরপুরাগাদা,নোয়াখালী)
জাহিদুল- 01862600340
আদর-01627248014

৩.টিম_C
১)বিজবাগ,খলীল মিয়ার হাট,সেনবাগ
২)৫ নং অর্জুনতলা ইউনিয়ন,সেনবাগ
Nabid-01999994538
Nijhum-01782402687

৪.টিম_D
(কাদিরপুর ৬ ও ৭ নং ওয়ার্ড,বেগমগঞ্জ)
তারিফা-01779430041
রায়হান-01786955214",,,,,,,
UzpfSTEwMDAxMDI5MTg3NTA4NzpWSzoxMDQyODQzOTgzNDkyMzE1,https://www.facebook.com/groups/1037034594073254,অনুপ্রেরণা!  💯💯,,,,,,,
UzpfSTEwMDA0NDUzNDA0NDI2OTpWSzoxMDQyODQwMzkwMTU5MzQx,https://www.facebook.com/groups/1037034594073254,,,,,,,,
UzpfSTEwMDA3MzQwOTk4NTY5NDpWSzoxMDQyODM1MDAwMTU5ODgw,https://www.facebook.com/groups/1037034594073254,,,,,,,,
UzpfSTEwMDAxNTQ3MTgyNDMwMDpWSzoxMDQyODMxMTgwMTYwMjYy,https://www.facebook.com/groups/1037034594073254,"৩১.৮.২৪
ফর্ম লিংক: https://forms.gle/PYstirE61MTrmbQU6

আমাদের কাজ আরেকটু সুসংগঠিত এবং দ্রুত রেস্পন্স করার জন্য আমরা একটি গুগল ফর্ম তৈরি করেছি। তেমন কিছুই না, আপনার কাছে যে ইনফরমেশনটা আছে সেটা একটু কষ্ট করে সেকশন অনুযায়ী লিখে দিবেন। 

আগেও বলেছি, আমরা চাইলেও হয়তো সব এলাকা কাভার করতে পারছি না তবে আমরা সর্বোচ্চ চেষ্টা করছি। আপনাদের থেকে প্রাপ্ত তথ্য শুধু আমাদের না, উদ্ধার ও ত্রাণ কার্যক্রমে দেশব্যাপী টিমগুলোকেও সাহায্য করতে পারবে। 

ফর্মে তিনটি এলাকার ব্যাপারে লেখা আছে: নোয়াখালী, ফেনী ও লক্ষ্মীপুর। তবে নোয়াখালী এলাকাটাই একটু বিস্তারিতভাবে দেয়া আছে। 

দয়া করে সবাই একটু কোঅপারেট করবেন। ধন্যবাদ।",,,,,,,
UzpfSTEwMDAwNzI0OTg0MjgwNjpWSzoxMDQyNDYzMzQzNTMwMzc5,https://www.facebook.com/groups/1037034594073254,"|| কৃষক বাঁচলে, বাঁচবে দেশ ||

দেশের বর্তমান ভয়াবহ বন্যা পরিস্থিতিতে, বন্যাকবলিত কৃষকদের পাশে দাঁড়ানোর উদ্যোগ নিয়েছে নোবিপ্রবি কৃষি বিভাগ। এই উদ্যোগের অংশ হিসেবে, ক্ষতিগ্রস্থ কৃষকদের মাঝে সবজির চারা, ধানের বীজ এবং আমাদের রিসার্চ ফিল্ডের ২ একরে উৎপাদিত লেইট আমন ধানের চারা বিনামূল্যে বিতরণ করা হবে। ২ একর জমিতে উৎপাদিত এই চারা দিয়ে প্রায় ১২৬ বিঘা জমির আমন ধান রোপণ করা সম্ভব হবে। 

আমরা আশা করছি, আকস্মিক বন্যার পানি ১-২ সপ্তাহের মধ্যে নেমে যাবে। কিন্তু এরপর শুরু হবে ভয়াবহ সংকট। সদ্য রোপণ করা আমন ক্ষেতে সব চারা পচে গেছে। কৃষকের কাছে নেই চারা, নেই বীজ। এতে করে দেশে আরেকটি খাদ্য সংকটের আশঙ্কা তৈরি হতে পারে। 

এই সংকট মোকাবিলায়, নোবিপ্রবি কৃষি বিভাগের সকল সম্মানিত শিক্ষক, প্রাক্তন শিক্ষার্থী এবং বর্তমান শিক্ষার্থীদের সম্মিলিত প্রচেষ্টায় আমরা কৃষকদের পাশে দাঁড়ানোর অঙ্গীকার করছি। ইনশাআল্লাহ, আমরা সকলেই একসাথে কাজ করে দেশের খাদ্য নিরাপত্তা রক্ষায় অবদান রাখবো। 

এই বৃহৎ কর্মযজ্ঞে আপনিও অংশীদার হতে পারেন। আপনার সহযোগিতায়, সবজির চারা, ধানের বীজ, আমন ধানের চারা, সার, বীজ, কীটনাশক বা নগদ অর্থ দিয়ে কৃষকদের পাশে দাঁড়াতে এগিয়ে আসুন।",,,,,,,
UzpfSTEwMDA0NTE1MzkwNTgzMjpWSzoxMDQyODIxNjMzNDk0NTUw,https://www.facebook.com/groups/1037034594073254,"নোবিপ্রবির এক বড় ভাইয়ের মাধ্যমে ৪৫০০ পিস ড্রাই কেক ফেনী থেকে গ্রহণ করেছি। সবার অংশগ্রহণে বন্যাদুর্গতদের সাহায্যে আমরা এগিয়ে আসি।

বন্যার্তদের পাশে নোবিপ্রবিয়ান",,,,,,,
UzpfSTEwMDAxMDI5MTg3NTA4NzpWSzoxMDQyODE2Njg2ODI4Mzc4,https://www.facebook.com/groups/1037034594073254,"@everyone! This is an urgent post! 
We need a vast group of volunteers!  Plz response!

Those who are hanging out in the campus,  come to the auditorium of NSTU before 11 am.

For any further query, contact with me!

Mubdee: 01716309053",,,,,,,
