Text,Label
"কবিরহাট উপজেলায় আজকের উপহার বিতরণ কার্যক্রমের কিছু মুহূর্ত। নোবিপ্রবির ৩ জন সম্মানিত শিক্ষকের তত্ত্বাবধানে প্রায় ১০০ পরিবারের জন্য এই উপহার পৌঁছে দেওয়া হয়েছে। 

বন্যার্তদের পাশে নোবিপ্রবিয়ান",donation
"পূর্বে উল্লেখিত বন্যার্তদের পাশে নোবিপ্রবিয়ান এর ফান্ডের হিসাব

বিকাশ ৪,৯৫,০৯৯ টাকা
নগদ ৭২, ৪০৫ টাকা
রকেট ৮,৩৭০ টাকা
ব্যাংক একাউন্ট (EBL, IBBL, Agrani,Sonali) ৪,০০,৫২৯ টাকা
অফলাইন ফান্ড ১,৯৪,৫৬৪ টাকা

মোট কালেকশন ১১,৭০,৯৬৭ টাকা 
খরচ ১০,৫৮,৩২৭ টাকা

বর্তমানে অবশিষ্ট ক্যাশ আছে (ক্যাশ আউটের পর) ১,১২,৬৪০ টাকা

⚠️⚠️⚠️⚠️⚠️  গুরুত্বপূর্ণ  ⚠️⚠️⚠️⚠️⚠️

সকলের পরামর্শক্রমে অবশিষ্ট টাকা আমরা বন্যার্ত দুইটি পরিবারের পুনর্বাসনে সহায়তা করবো। বর্তমানে বিভিন্ন তথ্য যাচাই বাছাই করে পুরাপুরি ক্ষতিগ্রস্ত দুইটি পরিবারের পাশে দাঁড়াতে ইচ্ছুক। তাদের পুর্নবাসন দায়িত্ব আমরা গ্রহণ করবো। এই বন্যায় অনেক মানুষ ক্ষতিগ্রস্ত হয়েছে, পূর্নবাসনে সকলের পাশে দাঁড়ানোর মতো আর্থিকভাবে আমরা সীমাবদ্ধ। সেই সীমাবদ্ধের জায়গা থেকে আমরা দুইটা পরিবারের সম্পূর্ণ দায়িত্ব কাঁধে তুলে নিচ্ছি। আমাদের জন্য দোয়া করবেন। ধন্যবাদ।",donation
"নোবিপ্রবিয়ান এর সকলের প্রতি কৃতজ্ঞতা  : 
NPS ময়মনসিংহ বিভাগীয় কমিটির পক্ষ থেকে ..",donation
"নাম প্রকাশে অনিচ্ছুক নোবিপ্রবির ৩ জন সম্মানিত শিক্ষকের তত্ত্বাবধানে আগামীকাল কবিরহাট উপজেলায় (নরোত্তমপুর ইউনিয়ন, বাটইয়া  ইউনিয়ন, চাপরাশিরহাট ইউনিয়ন) বন্যার্ত প্রায় ১০০ পরিবারের জন্য যাবে উপহার সামগ্রী (চাল, ডাল, তেল, পেঁয়াজ, মেডিসিনসহ নিত্য প্রয়োজনীয় সামগ্রী)। 

বন্যার্তদের পাশে নোবিপ্রবিয়ান এর ভলেন্টিয়ারদের সহযোগিতায় চলছে উপহার প্যাকিং এর কাজ। সকলের দোয়াপ্রার্থী।",donation
"দীর্ঘ ১২ দিন পর বন্যার পানি কমে যাওয়া সাপেক্ষে আশ্রয়কেন্দ্র থেকে গতকাল বিদায় নিয়েছেন আমাদের অতিথিরা৷ এই পুরোটা সময়ে আমরা সর্বোচ্চ চেষ্টা করেছি বন্যার্তদের সাহায্যে এগিয়ে আসার। আমাদের যে ভরসা আপনারা করেছেন তা আমাদের কাছে আমানত স্বরূপ। এই পুরো সময় জুড়ে সেই আমানতেরই যথাযথ হিসাব দেয়ার চেষ্টা করা হয়েছে ভিডিওটিতে। 

মানুষ হিসেবে কেউই যেহেতু আমরা ভুলের উর্ধ্বে নই,  আমাদের ভুল ভ্রান্তিগুলোকে ক্ষমাসুন্দর দৃষ্টিতে দেখার অনুরোধ জানিয়ে আমাদের কার্যক্রমের সমাপ্তি ঘোষণা করছি।

 (তবে অন্যান্য জায়গা থেকে বন্যার্তদের পাশে দাঁড়াতে কেউ আমাদের সাহায্য চাইলে আমরা সর্বোচ্চ সহায়তা করব।)

সবশেষে, এই কার্যক্রম সফল করতে যারা আমাদের সাথে কাজ করেছেন, সমর্থন দিয়েছেন তাদের প্রতি আমরা অশেষ কৃতজ্ঞ। তাদের অক্লান্ত পরিশ্রমের ফলেই আমরা এই কঠিন সময়ে এত বড় সংকট মোকাবেলায় ভূমিকা রাখতে পেরেছি। ধন্যবাদ।",donation
,donation
"#ভলান্টিয়ার
#volunteerneededinnstu
আসসালামু আলাইকুম ওরহমাতুল্লাহি ওবারাকাতুহু,

আপনারা সবাই অবগত আছেন যে,
ইতিমধ্যে ফেনীর বেশির ভাগ জায়গায় পানি সরে গিয়েছে কিন্তু এখনো নোয়াখালীতে হাজার হাজার মানুষ পানিবন্দী অবস্থায় জীবন কাটাচ্ছেন বিশেষ করে গ্রামের ভিতরের দিকে যারা বসবাস করছেন।তাই পানিবন্দী মানুষের কষ্ট কিছুটা নিরসন করার লক্ষে আজকে মানুষ মানুষের জন্য ফাউন্ডেশন এর পক্ষ থেকে এক ট্র্যাক ত্রাণসামগ্রী উপহার এসেছে।

বন্যার্ত মানুষের জন্য সুষ্ঠুভাবে খাবার সামগ্রী প্যাক করার লক্ষ্যে আপনাদের সাহায্য আমাদের একান্ত কাম্য।

🕡Time ✅ সন্ধ্যায় বাদ মাগরিব
🛎️Place✅ বঙ্গবন্ধু হলের গেস্ট রুম ,

আশা করি,আপনারা আপনাদেরকে সহযোগিতার হাত বাড়িয়ে এই মহৎ কার্যক্রমকে ত্বরান্বিত করবেন।
আপনাদের স্বতঃস্ফূর্ত অংশগ্রহণের অপেক্ষায় রইলাম।
সকলকে ধন্যবাদ, যাযাক আল্লাহু খায়রান।

যোগাযোগঃ Smrity Rany Roy 
                 স্মৃতি আপু :01882-886138
                  Israt Jahan Tarifa 
                 তারিফা আপু:+880 1779-430041",donation
বন্যার্তদের পাশে নোবিপ্রবিয়ান।🤍🖤,donation
,donation
"একটি গুরুত্বপূর্ণ ঘোষণাঃ
আমাদের সার্ভে টিমের রিপোর্ট এর তথ্যমতে,বন্যা পরিস্থিতি স্বাভাবিকের দিকে যাওয়ায়, প্রশাসনের সাথে আলোচনার ভিত্তিতে আমাদের অডিটোরিয়াম এ করা অস্থায়ী আশ্রয়কেন্দ্রটির কাজ এখানেই মূলতবি টানা হয়েছে।

-তবে আমাদের লজিস্টিকেল কাজ চলমান থাকবে।এখনও অনেক অঞ্চল থেকে ত্রান সহায়তা আসছে আমাদের কাছে,সেগুলো আমরা যথাযথ ভাবে বন্যায় ক্ষতিগ্রস্তদের কাছে পৌছে দিবো।

-আমাদের নিজেদেরও কিছু লজিস্টিক বেচে গিয়েছে এবং আমাদের সাথে বিভিন্ন বিশ্ববিদ্যালয় এখনও ত্রাণ নিয়ে কোলাবোরেশান করছে। 

- আমাদের ডেটা এনালাইসিস এবং সার্ভে টিম এর তথ্যের ভিত্তিতে ত্রাণ এবং কোলাবোরেশান আরো কিছুদিন চলমান থাকবে।

ধন্যবাদ।",donation
"একটা বড় সিদ্ধান্ত,
এক ঝাঁক তরুণ প্রজন্মের সে কি অদম্য স্পৃহা৷ 
১২ টা দিন যেন ১২ যুগের মতো মনে হয়েছে৷ 

Alhamdulillah. 
The entire nation have witnessed what NSTUian can do. 

আমাদের কাজ পুরোপুরি শেষ হয়নি এখনো৷ বেশ কিছু কাজে এখনো অনেকের সহযোগিতা প্রয়োজন৷ আশা করি সাধারণ শিক্ষার্থীরা যেভাব পুরোটা সময় আমাদের পাশে ছিলেন, এখনো থাকবেন৷ 

Note: Online, Offline মিলিয়ে এখানে আরও অনেকে উপস্থিত থাকতে পারেনি৷ সবার প্রতি কৃতজ্ঞতা 🖤",donation
বিদায়🥲,donation
"যশোর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের তত্ত্বাবধানে প্রায় ৮০০ পরিবারের জন্য চাল,ডাল, পানি এবং অন্যান্য উপকরণ নিয়ে একটি ট্রাক ইতোমধ্যে নোবিপ্রবি ক্যাম্পাসে প্রবেশ করেছে৷ 

#বন্যার্তদের_পাশে_নোবিপ্রবিয়ান",donation
"নোবিপ্রবি আশ্রয়কেন্দ্রে থাকা বন্যার্তদের জন্য ৩১ টি ৫০০ টাকার খাম উপহার হিসেবে দিয়েছে নরসিংদী জেলার মনোহরদী উপজেলার  ""চালাকচর ইউনিয়নের সর্বস্তরের জনগন "" এর সেচ্ছাসেবক প্রতিনিধি দল। 

বন্যার্তদের পাশে নোবিপ্রবিয়ান তাদের এই মহৎ কাজকে সাধুবাদ জানায়।",donation
"আসসালামু আলাইকুম। 
আজকে আমরা যাচ্ছি  সেনবাগ, ছাতারপাইয়া, বসন্তপুর,৬নং ওয়ার্ড, সেনবাগ,নোয়াখালী।
আজকের আয়োজন :৫০০ জন বন্যার্ত মানুষের জন্য মুরগি খিচুড়ি +৩০০ জন বন্যার্ত মানুষের জন্য শুকনো খাবার + প্রায় ৫০০ পরিবারের জন্য (গ্যাস্টিক, জ্বর,ঠান্ডা, এলার্জি, পেট ব্যাথা,ভিটামিন, স্যালাইন,ডায়াপার,মা বোনদের জন্য ন্যাপকিন) ঔষধ সামগ্রী।",donation
📍 ৩১.০৮.২৪ তারিখের আমাদের ত্রানসেবা আপডেট একনজরে দেখে নিন!,donation
ত্রাণ নিয়ে নোবিপ্রবি ক্যাম্পাসে এসে পৌঁছেছে দিনাজপুরের হাজী মোহাম্মদ দানেশ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের একটি প্রতিনিধি দল।,donation
,donation
আমাদের সকল সেচ্ছাসেবীদের শ্রম আল্লাহ কবুল করুক।,donation
,donation
"ফর্ম লিংক: https://forms.gle/CYw6cE9iVEJSc6xu7

বিগত প্রায় দশদিন যাবৎ চলমান আমাদের কার্যক্রমে আমরা আমাদের সাথে পেয়েছি অসংখ্য স্বেচ্ছাসেবীর। যারা বন্যার্তদের আরেকটু ভালো রাখতে কখনো রোদে পুড়েছেন, বৃষ্টিতে ভিজেছেন, গলা পানিতে নিজেকে সপে দিয়েছেন, ফান্ড কালেকশনে সারাটা দিন ব্যয় করেছেন সর্বোপরি বন্যার্তদের যেকোনো প্রয়োজনে ও সেবায় নিজেদের মূল্যবান সময়কে ব্যয় করেছেন। 

আমরা বিশ্বাস করি, মাঠে কাজ করা প্রত্যেকটা ব্যক্তি থেকে শুরু করে অনলাইনে ফান্ড কালেকশন অথবা প্রমোশনের জন্য পোস্ট শেয়ার করা প্রতিটি ব্যক্তিই আমাদের স্বেচ্ছাসেবী। 

এই তালিকায় মূলত নোবিপ্রবির শিক্ষার্থীরা থাকলেও নোবিপ্রবির বাইরের অসংখ্য মানুষকেও আমরা সাথে পেয়েছি, পাচ্ছি। আমাদের কার্যক্রম এর স্বচ্ছতা নিশ্চিতের জন্য ক্যাম্পাসের ভেতরের বা বাইরের স্বেচ্ছাসেবীদের তথ্য সংগ্রহ ও প্রকৃত সংখ্যা প্রকাশ করার আগ্রহ থেকেই মূলত এই গুগল ফর্মটি তৈরি করা। 

তাই, যারা-ই বন্যার্তদের পাশে নোবিপ্রবিয়ান এর স্বেচ্ছাসেবী হিসেবে কাজ করেছেন অথবা করে যাচ্ছেন তাঁরা এই গুগল ফর্মটি পূরণ করবেন। সকলের সহযোগিতা একান্ত কাম্য।  অসংখ্য কৃতজ্ঞতা ও ভালোবাসা রইলো আপনাদের জন্য।",donation
,donation
"📍৩১.০৮.২৪
আমাদের উদ্ধার ও ত্রাণ বিতরণ টিম রওনা হয়েছে। (পর্যায়ক্রমে টিমগুলোর ইনফরমেশন এড করা হবে)
#সাহায্যের প্রয়োজন হলে যোগাযোগ করুন:

১.টিম_A 
(১.চাটখিল,ও ২.জয়াগ,সোনাইমুড়ী ৩.আমিরাবাদ,সোনাইমুড়ী) 
সঞ্চি-01621981560
প্রতিভা-01637102558
সুকান্ত-01997500379

২.টিম_B
(রামগতি,চরপুরাগাদা,নোয়াখালী)
জাহিদুল- 01862600340
আদর-01627248014

৩.টিম_C
১)বিজবাগ,খলীল মিয়ার হাট,সেনবাগ
২)৫ নং অর্জুনতলা ইউনিয়ন,সেনবাগ
Nabid-01999994538
Nijhum-01782402687

৪.টিম_D
(কাদিরপুর ৬ ও ৭ নং ওয়ার্ড,বেগমগঞ্জ)
তারিফা-01779430041
রায়হান-01786955214",donation
অনুপ্রেরণা!  💯💯,donation
,donation
,donation
"৩১.৮.২৪
ফর্ম লিংক: https://forms.gle/PYstirE61MTrmbQU6

আমাদের কাজ আরেকটু সুসংগঠিত এবং দ্রুত রেস্পন্স করার জন্য আমরা একটি গুগল ফর্ম তৈরি করেছি। তেমন কিছুই না, আপনার কাছে যে ইনফরমেশনটা আছে সেটা একটু কষ্ট করে সেকশন অনুযায়ী লিখে দিবেন। 

আগেও বলেছি, আমরা চাইলেও হয়তো সব এলাকা কাভার করতে পারছি না তবে আমরা সর্বোচ্চ চেষ্টা করছি। আপনাদের থেকে প্রাপ্ত তথ্য শুধু আমাদের না, উদ্ধার ও ত্রাণ কার্যক্রমে দেশব্যাপী টিমগুলোকেও সাহায্য করতে পারবে। 

ফর্মে তিনটি এলাকার ব্যাপারে লেখা আছে: নোয়াখালী, ফেনী ও লক্ষ্মীপুর। তবে নোয়াখালী এলাকাটাই একটু বিস্তারিতভাবে দেয়া আছে। 

দয়া করে সবাই একটু কোঅপারেট করবেন। ধন্যবাদ।",donation
"|| কৃষক বাঁচলে, বাঁচবে দেশ ||

দেশের বর্তমান ভয়াবহ বন্যা পরিস্থিতিতে, বন্যাকবলিত কৃষকদের পাশে দাঁড়ানোর উদ্যোগ নিয়েছে নোবিপ্রবি কৃষি বিভাগ। এই উদ্যোগের অংশ হিসেবে, ক্ষতিগ্রস্থ কৃষকদের মাঝে সবজির চারা, ধানের বীজ এবং আমাদের রিসার্চ ফিল্ডের ২ একরে উৎপাদিত লেইট আমন ধানের চারা বিনামূল্যে বিতরণ করা হবে। ২ একর জমিতে উৎপাদিত এই চারা দিয়ে প্রায় ১২৬ বিঘা জমির আমন ধান রোপণ করা সম্ভব হবে। 

আমরা আশা করছি, আকস্মিক বন্যার পানি ১-২ সপ্তাহের মধ্যে নেমে যাবে। কিন্তু এরপর শুরু হবে ভয়াবহ সংকট। সদ্য রোপণ করা আমন ক্ষেতে সব চারা পচে গেছে। কৃষকের কাছে নেই চারা, নেই বীজ। এতে করে দেশে আরেকটি খাদ্য সংকটের আশঙ্কা তৈরি হতে পারে। 

এই সংকট মোকাবিলায়, নোবিপ্রবি কৃষি বিভাগের সকল সম্মানিত শিক্ষক, প্রাক্তন শিক্ষার্থী এবং বর্তমান শিক্ষার্থীদের সম্মিলিত প্রচেষ্টায় আমরা কৃষকদের পাশে দাঁড়ানোর অঙ্গীকার করছি। ইনশাআল্লাহ, আমরা সকলেই একসাথে কাজ করে দেশের খাদ্য নিরাপত্তা রক্ষায় অবদান রাখবো। 

এই বৃহৎ কর্মযজ্ঞে আপনিও অংশীদার হতে পারেন। আপনার সহযোগিতায়, সবজির চারা, ধানের বীজ, আমন ধানের চারা, সার, বীজ, কীটনাশক বা নগদ অর্থ দিয়ে কৃষকদের পাশে দাঁড়াতে এগিয়ে আসুন।",donation
"নোবিপ্রবির এক বড় ভাইয়ের মাধ্যমে ৪৫০০ পিস ড্রাই কেক ফেনী থেকে গ্রহণ করেছি। সবার অংশগ্রহণে বন্যাদুর্গতদের সাহায্যে আমরা এগিয়ে আসি।

বন্যার্তদের পাশে নোবিপ্রবিয়ান",donation
"@everyone! This is an urgent post! 
We need a vast group of volunteers!  Plz response!

Those who are hanging out in the campus,  come to the auditorium of NSTU before 11 am.

For any further query, contact with me!

Mubdee: 01716309053",donation
বাংলা বাজার আল-আকছা মসজিদ থেকে ১ কিমি ভিতরে উদ্ধার কাজ করেছিলেন নোবিপ্রবিয়ান।,donation
এক নজরে ৩০.৮.২৪,donation
"৩০.০৮.২০২৪
📍আন্ডারচর, শান্তিরহাট।

National Press Society(NPS) Mymensingh এর একটি টিম নোবিপ্রবির শিক্ষার্থীদের সাথে আজকে আন্ডারচর, পশ্চিম শান্তিরহাটের বেশ কিছু সমাজে শুকনা খাবার ও কাপড় বিতরণ করেন।",donation
"সর্তকতা মূলক পোস্ট-
আজকে আমরা গেছিলাম কবিরহাট সুন্দলপুর ইউনিয়নের উত্তর সুন্দলপুর গ্রামে।
বেশ কয়েকটা দিন ধরে বন্যার্থদের জন্য কাজ করে যাচ্ছি, আজকের দিনটা ছিল সবচেয়ে বাজে অভিজ্ঞতার।
আমরা দুইটা নৌকা নিয়ে ত্রাণ দিতে যাই।ত্রাণ দেওয়ার প্রায় শেষ দিকে একটা বাড়িতে পুকুর পাড়ি দিয়ে ত্রাণ দিতে যাওয়ার সময় ঘটে মারাত্মক দূর্ঘটনা।আমাদের সাথে দুইটা মেয়ে ছিল তার মধ্যে একজন সাঁতার পারতো আর অন্য জন পারতো না।তারা দুইজন এক নৌকায় ছিল,পুকুরের মাঝখানে যাওয়ার পর নৌকা ডুবে যায়।যে মেয়েটা সাঁতার পারতো সেই মেয়েটাই এই সময়ে সাঁতার ভুলে পানিতে ডুবে যায় তাকে মাঝি মামা কোনো রকমে উদ্ধার করে এবং অন্য মেয়েটা প্রায় পানিতে ডুবে যাচ্ছিল এই সময় আমরা তাকে অনেক কষ্টে  উদ্ধার করি। 
আমি অনেক ভালো সাঁতার পারি সেই আমিই প্রায় দম আটকায় গেছিলাম।
আজকে আল্লাহ নিচ হাতে বাঁচাইছে জন্য আমরা সুস্থ ভাবে ফিরতে পারছি।
আপনরা যারা ত্রাণ এবং রেসকিউ টিমে যাবেন তারা ভালো সাঁতার না জানলে যাবেন না।
আবেগের ঠ্যালায় যায়ে নিজের বিপদ টেনে আনবেন না।
পুকুরে সাঁতার কাটা আর বিপদের সময় নিজেকে স্থির রেখে সাঁতার কাটার মধ্যে পার্থক্য আছে।",donation
"৩১.৮.২৪
আগামীকাল ত্রাণ প্রদান,উদ্ধার কার্যক্রম ও সার্ভে এর জন্য,
আমাদের ভলান্টিয়ার প্রয়োজন। 
যারা আশেপাশে আছেন সকালে দ্রুত চলে আসবেন।
সার্বিক প্রয়োজনে যোগাযোগ 
Tawsif - 01537272009
Mubdee- 01716-309053",donation
"‼️আগামীকাল ৩১ আগস্ট ২০২৪ এর রিপোর্টিং টাইম আপডেট‼️

আগামীকাল রিপোর্টিং টাইম--
বাস ছাড়বে সুপারমার্কেট থেকে: ৯টায়
ক্যাম্পাসে উপস্থিত থাকার টাইম: ৯.৩০টায়

📢📢ত্রান বিতরন ও প্যাকেজিং এর জন্য আমাদের ভলেন্টিয়ার প্রয়োজন।  

📢📢সাথে সার্ভে টিম এর জন্য ভলেন্টিয়ার প্রয়োজন।

সকল শিক্ষার্থীরা স্বতঃস্ফূর্তভাবে এই মানবিক বিপর্যয়ের সময় এগিয়ে আসি, এটা আমাদের সবার দায়িত্ব।

ভলান্টিয়ার হিসেবে কাজ করার ক্ষেত্রে যোগাযোগ করুন:

মাইজদি থেকে যারা আসবেন তারা যোগাযোগ করবেন নিচের নাম্বারে- 
- মিঠু (01822-746175)

সার্বিক প্রয়োজনে যোগাযোগ -
সুনন্দ- 01866478905
মাসুমা- 01310965979
মুবদী রাফিন- 01716-309053
(আজকের জন্য আমরা দুঃখিত,
আজকে জামাল মামার সাথে যোগাযোগ করা হলেও শুক্রবার থাকায় ও ড্রাইভার সংকট থাকার কারণে আজকে সকালে উনি ড্রাইভার দিতে পারেন নি)",donation
এই মুহুর্তে নোবিপ্রবিতে ত্রাণ নিয়ে উপস্থিত হয়েছে বাংলাদেশ কৃষি বিশ্ববিদ্যালয়ের এক দল শিক্ষার্থী।,donation
বন্যার্তদের পাশে নোবিপ্রবিয়ান 🔥,donation
"30.08.2024
আসসালামু আলাইকুম। 
আজকে আমরা গিয়েছি  একলাশপুরের প্রত্যন্ত এলাকা, মাজারগেইট, হিন্দু পাড়া(কুরি বাড়ি, বাঈ বাড়ি এবং আশেপাশের হিন্দু বাড়ি + মুসলিম বাড়ি), ১ নং ওয়ার্ড একলাশপুর ইউনিয়ন।",donation
"৩০ আগস্ট, ২০২৪
আমাদের টিম গোলাপী

লোকেশন ১:গুপ্তাংক, বিশ্বনাথ নোয়াখালী
লোকেশন ২: সিংগার রোড, চৌমুহনী
লোকেশন ৩: আলিপুর, আঠিয়াবাড়ির পুল, বেগমগঞ্জ

এই জায়গাগুলোয় টিম গোলাপীর ভলান্টিয়াররা পানিবন্দী মানুষদের ত্রাণ সামগ্রী বিতরণ করে আজ।",donation
,donation
"""দেশপ্রেমের চেয়ে বড় কিছু নেই! ""

ভোর ৬.০০ টা, গোমতী বাস জগন্নাথ বিশ্ববিদ্যালয়ের উদ্দেশ্য রওনা দিলো। বাসে আজকের চিত্র একটু ভিন্ন। 
সবাই যেন একটু ঘুমানোর সময় পেল, গত বৃহস্পতিবার থেকে কারো চোখে ঘুম নেই।ছিল শুধু দেশপ্রেম। ওরা ছুটে গেল কুমিল্লা, ফেনী, নোয়াখালীর অলিতে গলিতে।

সবাই যেখানে শেষ, সেখান থেকেই এই টিমের কাজ শুরু। সাথে সঙ্গী হয়েছে গোমতী বাস। গত ছয়দিনে ৪০০০+  বন্যার্ত পরিবারের পাশে দাঁড়িয়েছে জগন্নাথ বিশ্ববিদ্যালয়ের এই টিমটি।কুমিল্লা জিলা স্কুলে সকাল থেকে প্যাকেটিং শুরু হতো, দুপুর নাগাদ গন্তব্যস্থলের উদ্দেশ্য রওনা, তারপর কোনদিন রাত ৩ টা, কোনদিন রাত ৪ টায় ফিরতো। একটু ঘুমাতেও পারতো না ঠিকমতো, কেননা সকালে উঠে আবার কাজ শুরু করতে হবে!

স্যালুট আপনাদের 💙
©",donation
