Text,Label
"ফেনির ১০ নং গোপাল ইউনিয়নের ৬নং ওয়ার্ড, দক্ষিণ লাঙল মোডা গ্রামে ঈদগার সামনে দোতলা বিল্ডিং এ শামসুল হকের বাসায় বর্তমানে  ৪০ এর অধিক লোক আটকা পড়ে আছেন. আশে পাশে কোন রেস্কিও টিম থাকলে দয়া করে পঠান…",
"আজকে নোয়াখালী অথবা লক্ষ্মীপুর থেকে যারা ফেনীর উদ্দেশ্যে যাবেন, আল্লাহরওয়াস্তে আমাদের ফ্রেন্ডের একটু খোঁজ দিয়েন।

ওর বাড়ি পুরা ডুবে গেছে। পাশের একটা দোতলা বাড়িতে আশ্রয় নিয়েছে ওরা।

লাস্ট গতকালকে দুপুরে কন্টাক্ট হইছে।তখন পর্যন্ত ওদের দোতলায় পানি উঠতে শুরু করছে। আর কোন খোঁজ পাচ্ছিনা।",
"ফেনী পূর্ব বিজয় সিংহ,পশ্চিম রামপুর, হাজি জলিল বেপারি বাড়ি  আমাদের বাড়ির অবস্থা খুবই খারাপ ২য় তলায় অবস্থান নিয়েছে মানুষ ১ম তলা ডুবে এখন ২য় তলা প্রায় ডুবে যাচ্ছে আপনারা যে যেখান থেকে পারেন আমার এলাকার মানুষকে ও পরিবারকে আপনারা সাহায্য করুন আপনারা আজকে সাহায্য না করলে অনেক মানুষ এর জীবণ শেষ হয়ে যাবে আপনারা যে যেখান থেকে পারেন আমাদের সাহায্য করুন।",
"এখনো কোনো টিম পৌঁছাতে পারেনি, অনেক মানুষ আটকা পড়ে আছে প্লিজ হেল্প

1.সাহানা আক্তার (45), স্বামী মৃত খন্দকার হাবিবুর রহমান  2.ইশরাত  ছুমাইয়া (১৮), সম্পর্ক মা-মেয়ে।
গ্রাম- উত্তর ধনিকুন্ডা
উপজেলা- পরশুরাম",
"ফেনীতে সাহায্য প্রয়োজন,, সেখানে লালপোল এর আগে সবাই আটকে আছে এবং আমার মামা ও সেখানে আটকে আছে,,  তার মোবাইলে কল যাচ্ছে না রেসকিউ টিম সেখানে থাকলে প্লিজ উদ্ধার করুন  আর কোনো রাস্তা চোখে দেখছি নাহ বাসায় কান্নাকাটি পড়ে গেলো প্লিজ যত তাড়াতাড়ি সম্ভব কিছু করুন",
"
এই লোকেশনে আমার আত্মীয়রা অবস্থান করেছেন কিন্তু ইতিমধ্য প্রায় ৫০ জন হবে আশ্রয় নিয়েছেন । দয়া করে তাদের সবার জন্য খাদ্য সামগ্রী এবং মোমবাতির ব্যবস্থা করে দিন",
"অর্ণব গোস্বামী,
এগ্রিকালচার ডিপার্টমেন্ট, নোবিপ্রবি ১৪ ব্যাচ।
ফেনীতে পরিবার নিয়ে অবস্থানরত ছিলো, নিচতলা বাসায় পানি উঠে যাওয়ায়,পাশের বিল্ডিংয়ের ২/৩ তলায় অবস্থান করেন। কিন্তু সেখানেও পানি উঠতে শুরু করে দ্রুত, এরপর আর যোগাযোগ করাও সম্ভব হয় নি।

বিল্ডিং থেকে সরে যাওয়ার মতো অবস্থা ছিলো না। দ্রুত তাদের সাহায্যের প্রয়োজন,এখনও সাহায্য পৌছায় নি।",
"কারো কাছে ওই এলাকার কোন আপডেট থাকলে দিন!!!

(১) ইফতেখার জাহান তানজিল, ফলিত গণিত ১৫ তম ব্যাচ, ও তার পরিবারের কোন খবর পাওয়া যাচ্ছে না।থানাঃ ছাগলনাইয়া ,গ্রামঃ উত্তর যশপুর । নুরুন নেওয়াজ একটা স্কুল আছে ওটার আসেপাশে বাড়ি",
"১/আমাদের বাসায় যে আন্টি আসে,উনার ঠিকানা কবিরহাট রোড,মমিনের দোকান,দক্ষিন মাছিমপুর।

উনার সাথে কথা বলে জানলাম,ঘরে অনেক পানি।খাটের উপর থেকে নামতে পারছে না কেউ ই।আজকেও কোনো রান্না হয়নি।কোনো প্রকার কোনো সাহায্য ও উনারা এখনো অব্ধি পায় নি।

তাই প্লিজ এই এরিয়াতে একটু সাহায্যের ব্যবস্থা করুন।যত দ্রুত সম্ভব ",
"আর্জেন্ট হেল্প 
আমার বন্ধুর মাসির, বোনের পরিবার সহ উনাদের গ্রামের সব মানুষ আটকে আছে। সব ডুবে গেছে। 
কাউকে পাচ্ছে না সাহায্যের জন্য। বাড়ি থেকে কেউ সরে আসতেও পারতেসে না। একটা দোতলা বিল্ডিং এ
 অবস্থান নিয়েছিল।একি বাড়ির ৪০/৫০ জন। ছোট বাচ্ছা সহ বৃদ্ধ সকলেই আছেন।",
"আর্জেন্ট হেল্প | যাতায়াতঃ ফেনী থেকে পরশুরাম বাজার,,ওখান থেকে সুবার বাজার রাস্তার মাথা,,,থেকে মেলাঘর স্কুল থেকে হুদা মেম্বার বা প্রমিজদের বাড়ি
নোবিপ্রবি-১৮তম ব্যাচ, কেমিস্ট্রি ডিপার্টমেন্টর ছোট ভাই আরিফের পরিবারকে সাহায্য করুন দয়া করে। ",
"কারো কাছে ওই এলাকার কোন আপডেট থাকলে দিন!! তাসমিয়া আক্তার নিহা, ফলিত গণিত ১৫ তম ব্যাচ।চৌদ্দগ্রাম থানা, কনকাপৈত ইউনিয়ন , জঙ্গলপুর গ্রাম, জঙ্গলপুর ভূইয়া বাড়ি  তার পরিবারের কোন খবর পাওয়া যাচ্ছে না।",
"আর্জেন্ট হেল্প | কারে কাছে কোন টিমের খোঁজ থাকলে জানিয়ে দিন।
মহিলা মাদ্রাসাটিতে প্রায় ৪০০ শো এর উপরে মহিলা ছাত্রী-শিক্ষিকা রয়েছে। সবাই পানি-বন্দি। পর্দানশীন এই মা-বোনরা খুব কঠিন পরিস্থিতিতে আছেন। কারেন্ট নেই। বাহির থেকে কোনো কিছু আনার মতো পরিস্থিতিও নেই। প্রচুর খাদ্য সংকট; বিশেষ করে শুকনো খাবার আর মোমবাতি ইত্যাদি। ",
"রেসকিউ টিমের সাহায্য চাই। 
নোবিপ্রবি অর্থনীতি ১৮ ব্যাচের শিক্ষার্থী সিদরাতুল মুনতাহা বুশরা। গতকাল থেকে যোগাযোগ করা যায়নি। 
ঠিকানা: ছাগলনাইয়া, থানা পাড়া পোস্ট অফিসের অপজিট গলি।

কেউ যদি তাদের খবর জেনে থাকেন একটু আমাদেরকে জানিয়ে উপকৃত করবেন। ",
" আইশা তাসনিম আপুর পুরো পরিবার আটকে আছেন! 🚨
ফেনীর মাস্টার পাড়ায়, বেলাল কমিশনারের বাড়ির পাশের গলিতে তারা পানিবন্দী হয়ে আছেন। কোনোভাবে যোগাযোগ করা যাচ্ছে না।

আমার ফ্রেন্ডলিস্টে যারা উদ্ধারকারী দল বা প্রশাসনের সাথে যুক্ত আছেন, দয়া করে তাদের উদ্ধারের ব্যবস্থা করুন। লোকেশন:
ফেনী সদর, মাস্টার পাড়া, বেলাল কমিশনারের বাড়ির পাশের গলি।",
"জরুরি অনুরোধ: আমাদের ফার্মেসি ১৮তম ব্যাচের আইরিন নূর আহমেদের সাথে কল বা মেসেজ কোনোভাবেই যোগাযোগ করা যাচ্ছে না। আইরিনের বাড়ি ফেনীর পরশুরামে অবস্থিত। আমরা যথাসাধ্য চেষ্টা করেও তার সাথে যোগাযোগ স্থাপন করতে পারিনি।

পরশুরামে অবস্থানরত স্বেচ্ছাসেবক বা উদ্ধারকারী দলের সদস্যদের বিশেষভাবে অনুরোধ করা যাচ্ছে, দয়া করে আইরিনের অবস্থান খুঁজে বের করতে এবং প্রয়োজনীয় সাহায্য প্রদান করতে এগিয়ে আসুন।",
"সমাজবিজ্ঞানের(ঢাবি) ২য় ব্যাচের বন্ধু  সাজু তার পরিবার সহ  প্রায় ১৫-২০ জন বাড়ির ছাদে আছে। এখন পর্যন্ত কোন নৌকা ম্যানেজ হয় নাই। 
রাতের মধ্যে ছাদ ডুবে গেলে ভয়াবহ বিপদ হবে।
এ গ্রামের প্রায় ৫০০ লোকের একই অবস্থা। 
প্লিজ হেল্প।",
"ফেনী ফাযিলপুর ২ নং ওয়াড,১২ নং ইউনিয়ন 
খেজুর গাছ তলা
সিকদার তালুক
মডান মসজিদ
.. ফেনীর এই এলাকায় কিছু মানুষ আটকা পড়ে আছে।ওই দিকের আপনাদের কেউ পরিচিত থাকলে একটু জানান।
এই নম্বরে এ যোগাযোগ করুন:",
"ইমার্জেন্সি একটা নৌকা লাগবে নোয়াখালী 
কবিরহাট উপজেলা ফরাইজি বাজারের পাশে। 
এক বাড়িতে প্রায় ৫০জন মানুষ আটকা পড়ে আছে বুকের উপরে পানি 😭🙏

কেউ হেল্প করেন প্লিজ",
"নাম: অনাদি রঞ্জন দাশ
ওশানোগ্রাফী ১৫তম ব্যাচ।
পরশুরাম উপজেলা | 
ওর সাথে যোগাযোগ করা সম্ভব হচ্ছে  না। 😥
আমার ডিপার্টমেন্টের সিনিয়র ভাইয়া। আপনাদের সবার সাহায্য কামনা করছি।",
"
ওর সাথে যোগাযোগ করা সম্ভব হচ্ছে  না। 😥
আমার ডিপার্টমেন্টের সিনিয়র ভাইয়া। আপনাদের সবার সাহায্য কামনা করছি।",
"বেগমগঞ্জের পৌরন বিবিতে ঔষধ,খাবার স্যালাইন , খাবার পানির সংকট। তার উপর একটানা বিদ্যুৎ নেই। সেখানে হাই স্কুলে প্রায় ১৮০ টি পরিবার রয়েছে এবং মাদ্রাসায় ৫০ টির বেশি পরিবার রয়েছে কালকে একটি টিম পাঠাতে পারলে ভালো হতো।",
"জানিনা পোস্টটি শেয়ার হবে কিনা। গত ২ দিন ধরে বিদ্যুৎ বিচ্ছিন্ন এবং মোবাইলে নেটওয়ার্ক খুব একটা কাজ করছে না। আমি বর্তমানে নোয়াখালীর বেগমগঞ্জ থানার ১৬ নং কাদিরপুর ইউনিয়ন এর অন্তর্গত  পৌরণ বিবির বাজারে আছি  মুহূর্তে আশ্রয় কেন্দ্রগুলোতে সবচেয়ে বেশি প্রয়োজন নিরাপদ পানি, শুকনা খাবার, মোমবাতি, জেনারেটর এবং জরুরি ঔষধ(বাচ্চাদের ডায়রিয়ার)। নোয়াখালীতে যারা ত্রাণ কার্যক্রমের সাথে যুক্ত আছেন তাঁদের প্রতি আমার অনুরোধ",
